fecha,Causas externas de morbilidad y de mortalidad,COVID-19,Tumores [Neoplasias],"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedades del sistema circulatorio ,Enfermedades del sistema genitourinario,Enfermedades del sistema respiratorio ,Trastornos mentales y del comportamiento,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades del sistema nervioso central,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Enfermedades de la piel y del tejido subcutáneo,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ","Malformaciones congénitas, deformidades y anomalías cromosómicas","Embarazo, parto y puerperio",Ciertas afecciones originadas en el período perinatal,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Códigos para propósitos especiales
2017-05-31,6,0,27,9,45,6,11,1,3,1,5,5,6,1,0,1,0,0,0,0,0
2017-06-01,2,0,24,11,33,4,12,1,2,1,9,5,8,0,1,1,0,1,0,0,0
2017-06-02,6,0,31,7,33,3,13,1,1,3,8,5,9,1,1,1,0,0,0,0,0
2017-06-03,7,0,35,5,48,7,18,1,4,0,4,2,10,1,0,0,0,0,0,0,0
2017-06-04,5,0,39,9,42,3,11,1,3,1,3,5,11,0,1,0,0,0,0,0,0
2017-06-05,6,0,29,6,33,7,24,1,5,2,2,4,6,0,1,1,0,1,0,0,0
2017-06-06,5,0,33,9,37,8,22,3,1,1,6,3,10,0,0,0,0,1,0,0,0
2017-06-07,2,0,36,6,35,4,21,2,1,2,3,5,6,2,2,1,0,0,0,0,0
2017-06-08,7,0,25,8,54,1,18,1,4,0,6,2,13,0,1,1,0,1,0,0,0
2017-06-09,4,0,32,8,34,1,24,2,2,1,6,5,8,1,0,1,0,0,0,1,0
2017-06-10,10,0,29,7,40,7,21,3,6,2,6,2,5,0,2,2,0,0,0,0,0
2017-06-11,7,0,26,8,51,6,27,5,2,1,4,5,11,0,0,0,0,1,0,0,0
2017-06-12,12,0,16,10,49,4,23,6,4,1,7,4,12,0,0,4,0,0,0,0,0
2017-06-13,8,0,44,12,35,4,13,3,3,1,8,9,13,1,0,0,0,0,0,0,0
2017-06-14,9,0,29,9,39,6,17,4,5,1,7,3,9,0,2,1,0,3,0,0,0
2017-06-15,6,0,44,8,36,4,18,7,8,1,3,5,9,2,0,3,0,1,0,0,0
2017-06-16,6,0,34,8,40,4,23,5,9,2,3,6,9,0,0,0,0,3,0,0,0
2017-06-17,9,0,27,9,37,7,22,2,3,0,8,7,9,0,1,2,0,0,0,0,0
2017-06-18,6,0,34,13,34,5,20,6,4,1,5,9,17,1,2,0,0,0,0,0,0
2017-06-19,7,0,25,13,45,10,30,4,3,0,9,1,7,1,1,1,0,0,0,0,0
2017-06-20,6,0,35,10,49,2,23,5,4,1,9,3,13,2,0,0,0,0,0,0,0
2017-06-21,3,0,36,8,46,2,20,2,4,0,9,4,12,1,0,0,0,0,0,0,0
2017-06-22,9,0,33,13,43,9,24,6,4,2,7,8,6,0,3,2,0,2,0,0,0
2017-06-23,8,0,26,7,47,1,20,1,0,0,15,2,15,2,3,1,0,0,0,0,0
2017-06-24,6,0,32,5,38,7,21,1,2,4,6,4,9,2,0,1,0,0,0,0,0
2017-06-25,7,0,40,9,46,2,22,3,3,4,6,6,9,0,2,0,0,1,0,0,0
2017-06-26,10,0,24,17,46,6,20,4,5,0,6,3,4,0,1,0,0,0,0,0,0
2017-06-27,7,0,33,12,44,4,22,7,5,2,5,3,3,3,1,0,0,0,0,0,0
2017-06-28,4,0,30,11,30,9,29,2,0,1,6,2,8,1,0,0,0,1,0,0,0
2017-06-29,6,0,25,8,42,7,18,2,3,1,4,3,14,2,0,4,0,0,0,0,0
2017-06-30,9,0,26,11,35,1,20,0,4,0,3,6,8,3,0,0,0,1,0,0,0
2017-07-01,12,0,28,8,43,6,28,3,3,2,6,3,6,1,1,0,0,0,0,0,0
2017-07-02,12,0,20,14,32,3,19,2,3,0,5,9,7,1,0,0,0,3,0,0,0
2017-07-03,5,0,25,11,42,5,19,4,2,0,1,3,8,0,2,1,0,0,0,0,0
2017-07-04,4,0,28,12,38,3,19,7,3,1,9,1,6,2,0,0,0,1,0,0,0
2017-07-05,3,0,36,11,30,3,22,3,2,0,6,4,8,1,0,0,0,0,0,0,0
2017-07-06,10,0,20,13,47,1,19,4,4,0,4,2,9,0,1,1,0,1,0,0,0
2017-07-07,10,0,28,6,38,6,29,2,3,2,6,2,9,3,0,1,0,0,0,0,0
2017-07-08,4,0,25,12,43,3,31,3,1,0,5,8,7,0,1,2,0,2,0,0,0
2017-07-09,12,0,21,6,55,3,21,1,3,0,3,5,8,0,0,1,0,1,0,0,0
2017-07-10,10,0,32,8,47,3,23,3,3,0,10,2,9,0,1,1,1,1,0,0,0
2017-07-11,5,0,28,6,38,4,29,0,3,0,4,4,9,0,0,1,0,2,0,0,0
2017-07-12,4,0,28,5,38,3,18,1,2,0,2,3,6,1,0,0,0,1,0,0,0
2017-07-13,4,0,25,4,36,7,17,3,1,1,1,2,8,1,1,2,0,1,0,0,0
2017-07-14,7,0,31,9,40,4,22,7,3,1,3,7,11,3,0,1,0,1,0,0,0
2017-07-15,5,0,29,10,31,5,11,3,3,0,6,4,5,0,0,2,0,0,0,0,0
2017-07-16,8,0,30,10,42,8,23,1,0,0,6,2,3,0,2,1,0,0,0,0,0
2017-07-17,5,0,38,10,43,6,21,7,1,2,5,6,6,0,0,1,0,0,0,0,0
2017-07-18,10,0,33,7,50,5,22,5,3,1,8,5,11,2,1,2,0,1,0,0,0
2017-07-19,4,0,27,6,29,6,22,4,3,0,8,5,15,0,0,2,0,0,0,0,0
2017-07-20,6,0,23,6,42,4,19,4,2,2,4,1,5,0,1,2,0,0,0,0,0
2017-07-21,5,0,27,7,48,3,13,2,4,0,2,1,11,0,0,0,0,1,0,0,0
2017-07-22,3,0,22,7,37,5,26,3,1,0,2,4,11,0,0,2,0,2,0,0,0
2017-07-23,8,0,28,9,38,2,12,0,6,0,4,7,5,0,2,0,0,0,0,0,0
2017-07-24,3,0,17,6,46,5,18,1,2,1,4,4,10,1,1,1,0,0,0,0,0
2017-07-25,4,0,26,4,31,8,14,1,1,3,7,1,12,1,0,2,0,0,0,0,0
2017-07-26,4,0,23,8,33,5,17,3,4,0,7,4,14,0,3,3,0,0,0,0,0
2017-07-27,3,0,26,11,37,4,19,2,3,0,5,3,7,0,0,0,0,2,0,0,0
2017-07-28,6,0,36,6,35,7,22,2,1,2,7,2,9,2,0,0,0,0,0,0,0
2017-07-29,7,0,29,7,31,6,16,1,4,1,3,3,8,2,2,0,0,0,0,0,0
2017-07-30,9,0,30,9,35,4,17,2,2,1,6,4,11,1,0,0,0,1,0,0,0
2017-07-31,8,0,36,13,32,5,18,6,4,0,4,3,6,1,1,0,0,2,0,0,0
2017-08-01,7,0,39,4,39,2,15,2,1,3,3,5,9,1,2,0,0,1,0,0,0
2017-08-02,6,0,32,11,38,3,14,5,3,1,3,3,5,1,1,1,0,1,0,0,0
2017-08-03,9,0,26,10,40,6,19,1,5,0,3,5,13,2,0,1,0,0,0,0,0
2017-08-04,3,0,24,7,35,3,10,1,3,0,4,3,7,0,0,2,0,0,0,0,0
2017-08-05,7,0,19,6,31,1,17,5,1,0,5,3,13,1,2,1,0,0,0,0,0
2017-08-06,6,0,33,3,43,5,13,1,3,1,5,3,11,0,0,1,0,0,0,0,0
2017-08-07,4,0,26,5,51,5,15,1,4,0,5,5,5,0,1,1,0,2,0,0,0
2017-08-08,4,0,24,4,38,5,8,3,6,1,3,2,8,1,0,2,0,2,0,0,0
2017-08-09,5,0,31,2,47,4,18,1,5,0,5,1,6,0,0,0,0,2,0,0,0
2017-08-10,7,0,17,7,28,5,18,4,2,0,4,3,4,1,1,0,0,0,0,0,0
2017-08-11,8,0,34,7,30,7,8,1,1,0,2,5,5,0,1,2,0,0,0,0,0
2017-08-12,17,0,29,9,43,3,11,2,1,0,4,1,10,0,1,1,0,2,0,0,0
2017-08-13,7,0,22,2,33,3,20,2,2,1,9,3,7,2,0,1,0,1,0,0,0
2017-08-14,7,0,26,8,34,5,14,3,5,0,9,6,16,1,0,2,0,1,0,0,0
2017-08-15,6,0,23,6,41,4,13,1,2,1,4,3,9,1,0,3,0,0,0,0,0
2017-08-16,7,0,21,8,32,3,11,4,2,1,1,6,5,1,1,2,0,0,0,0,0
2017-08-17,8,0,29,6,31,5,19,2,2,1,6,7,9,2,0,0,0,2,0,0,0
2017-08-18,4,0,28,12,33,9,19,4,2,1,6,7,9,0,0,0,0,4,0,0,0
2017-08-19,11,0,26,5,40,1,20,1,1,0,7,5,10,0,1,0,0,0,0,0,0
2017-08-20,4,0,31,1,30,2,17,0,2,1,7,3,6,2,1,1,0,0,0,0,0
2017-08-21,8,0,23,8,44,7,20,4,1,0,8,3,3,1,0,1,0,1,0,0,0
2017-08-22,4,0,33,8,32,3,14,4,5,0,3,5,8,0,0,2,1,0,0,0,0
2017-08-23,5,0,25,3,28,5,14,3,3,1,5,1,3,1,0,0,0,0,0,0,0
2017-08-24,6,0,24,8,30,1,16,3,2,0,4,6,10,0,1,2,0,3,0,0,0
2017-08-25,1,0,27,8,31,7,15,1,6,1,3,4,7,1,0,1,0,0,0,0,0
2017-08-26,9,0,24,4,39,3,14,0,2,0,5,2,6,1,1,1,0,0,0,0,0
2017-08-27,12,0,22,5,47,1,16,1,1,0,4,2,14,1,0,0,0,0,0,0,0
2017-08-28,9,0,30,6,32,2,9,1,1,0,6,4,7,1,2,2,0,2,0,0,0
2017-08-29,6,0,25,8,33,5,17,1,3,0,7,3,11,0,0,2,1,0,0,0,0
2017-08-30,12,0,25,7,49,4,14,1,0,1,4,2,6,1,0,1,0,0,0,0,0
2017-08-31,8,0,35,9,28,4,15,2,1,1,8,2,9,1,0,0,0,0,0,0,0
2017-09-01,6,0,33,5,31,2,18,3,4,0,7,4,3,1,0,0,0,1,0,0,0
2017-09-02,7,0,20,9,29,3,15,3,3,0,3,1,9,0,0,0,0,1,0,0,0
2017-09-03,10,0,26,4,35,3,10,2,1,1,2,6,2,0,0,0,0,1,0,0,0
2017-09-04,10,0,21,11,32,5,10,4,2,0,4,1,6,1,0,1,0,0,0,0,0
2017-09-05,5,0,30,6,31,6,12,1,2,2,5,1,8,1,0,2,0,1,0,0,0
2017-09-06,4,0,26,5,27,2,16,3,4,1,5,5,7,1,0,0,0,1,0,0,0
2017-09-07,7,0,27,3,35,4,14,3,2,0,2,1,7,0,0,2,0,0,0,0,0
2017-09-08,7,0,40,5,31,2,15,2,2,0,3,2,0,0,0,0,0,2,0,0,0
2017-09-09,10,0,31,7,31,3,6,0,5,0,3,2,8,0,0,2,0,2,0,0,0
2017-09-10,13,0,24,7,43,3,13,3,1,1,5,6,5,0,1,1,0,0,0,0,0
2017-09-11,3,0,25,3,33,3,14,4,2,0,6,5,8,1,2,0,0,1,0,0,0
2017-09-12,12,0,33,10,45,4,12,2,3,0,7,3,5,0,0,1,0,1,0,0,0
2017-09-13,3,0,35,5,28,5,16,2,1,0,11,1,5,0,2,1,0,1,0,0,0
2017-09-14,2,0,31,4,39,3,8,1,2,0,4,7,9,1,0,3,0,3,0,0,0
2017-09-15,4,0,31,5,30,3,4,2,4,1,3,3,6,1,1,1,0,0,0,0,0
2017-09-16,11,0,36,7,44,2,18,4,1,1,4,1,5,1,0,1,0,0,0,0,0
2017-09-17,7,0,29,8,37,4,8,3,2,0,5,0,4,2,0,2,0,0,0,0,0
2017-09-18,5,0,24,11,37,6,10,3,6,0,6,4,8,2,2,0,0,2,0,0,0
2017-09-19,7,0,26,6,38,4,7,4,3,0,4,3,8,1,1,0,0,0,0,0,0
2017-09-20,7,0,21,7,37,4,12,1,1,0,3,3,6,0,1,2,1,1,0,0,0
2017-09-21,6,0,39,3,26,4,17,3,2,0,5,1,5,0,1,1,0,4,0,0,0
2017-09-22,8,0,26,7,43,3,16,1,2,3,4,3,6,1,0,5,1,1,0,0,0
2017-09-23,9,0,27,8,32,3,18,3,3,0,4,1,4,1,0,0,0,1,0,0,0
2017-09-24,8,0,31,5,41,2,8,1,1,0,5,3,6,2,0,1,0,0,0,0,0
2017-09-25,7,0,35,4,27,7,10,3,5,0,6,2,8,0,0,0,1,3,0,0,0
2017-09-26,9,0,36,5,37,5,18,4,2,2,3,2,8,0,0,2,0,0,0,0,0
2017-09-27,7,0,27,5,35,4,13,1,2,0,1,3,8,0,0,1,0,0,0,0,0
2017-09-28,5,0,29,3,35,4,10,3,3,2,3,3,4,1,0,0,0,1,0,0,0
2017-09-29,8,0,30,6,29,4,16,2,3,0,5,2,7,1,0,0,0,0,0,0,0
2017-09-30,7,0,35,8,29,2,7,1,1,2,3,6,9,3,1,1,0,0,0,0,0
2017-10-01,8,0,22,12,29,6,7,2,5,0,4,2,8,2,1,0,0,2,0,0,0
2017-10-02,5,0,25,6,29,2,13,3,1,0,4,1,9,0,1,1,0,0,0,0,0
2017-10-03,14,0,29,8,36,3,11,2,2,1,6,4,10,1,0,1,0,1,0,0,0
2017-10-04,4,0,35,5,33,5,14,2,2,0,5,2,10,1,0,2,0,1,0,0,0
2017-10-05,6,0,19,13,29,2,11,3,1,1,5,0,7,1,0,2,0,3,0,0,0
2017-10-06,14,0,34,6,25,5,13,4,1,1,5,4,8,2,2,2,0,0,0,0,0
2017-10-07,8,0,26,6,32,5,4,0,4,1,1,0,8,1,1,0,0,2,0,0,0
2017-10-08,7,0,29,1,42,5,16,3,2,1,3,5,6,1,3,0,0,1,0,0,0
2017-10-09,9,0,29,3,26,7,12,3,2,0,2,1,8,1,1,0,0,1,0,0,0
2017-10-10,8,0,31,3,24,2,15,0,0,1,6,5,6,1,0,1,0,0,0,0,0
2017-10-11,3,0,28,10,38,2,17,4,2,1,3,1,9,0,1,0,0,0,0,0,0
2017-10-12,4,0,31,7,32,4,12,2,1,1,3,5,7,0,1,1,0,1,0,0,0
2017-10-13,8,0,27,4,32,2,9,1,1,0,3,6,7,1,0,3,0,0,0,0,0
2017-10-14,8,0,23,4,31,2,13,1,4,0,6,4,7,1,1,1,0,0,0,0,0
2017-10-15,14,0,32,10,30,5,12,2,3,1,4,1,9,0,0,1,0,0,0,0,0
2017-10-16,6,0,29,10,38,4,10,0,0,1,5,4,7,3,2,1,0,0,0,0,0
2017-10-17,12,0,32,6,18,6,10,3,0,0,4,3,10,2,0,2,0,0,0,0,0
2017-10-18,7,0,30,8,25,2,10,3,1,0,4,3,5,0,1,1,0,1,0,0,0
2017-10-19,2,0,27,4,32,5,12,1,3,2,4,1,10,0,1,2,0,0,0,0,0
2017-10-20,8,0,30,8,29,9,9,4,3,0,2,3,5,1,1,1,1,0,0,0,0
2017-10-21,10,0,19,5,22,2,11,2,3,0,4,2,7,1,1,0,0,2,0,0,0
2017-10-22,9,0,27,3,28,5,12,1,3,2,2,4,6,1,1,3,0,0,0,0,0
2017-10-23,6,0,24,9,28,3,4,2,3,1,3,1,7,0,0,0,0,1,0,0,0
2017-10-24,7,0,37,4,24,5,16,1,2,2,5,3,9,0,0,0,0,1,0,0,0
2017-10-25,6,0,25,3,26,5,5,1,1,0,6,3,11,1,1,1,0,2,0,0,0
2017-10-26,3,0,31,1,30,7,11,1,6,0,4,1,9,0,0,2,0,1,0,0,0
2017-10-27,8,0,27,4,19,3,11,3,2,0,1,7,5,1,2,1,0,1,0,0,0
2017-10-28,6,0,25,5,19,3,5,2,6,1,2,2,5,1,1,1,0,0,0,0,0
2017-10-29,7,0,33,6,25,1,12,0,1,0,4,5,5,0,1,0,0,0,0,0,0
2017-10-30,12,0,25,6,38,1,12,2,3,1,1,6,7,0,0,1,0,2,0,0,0
2017-10-31,5,0,32,10,25,1,5,3,3,1,5,2,8,3,2,1,0,0,0,0,0
2017-11-01,8,0,24,4,27,5,10,0,2,0,7,2,5,0,0,0,0,0,0,0,0
2017-11-02,3,0,18,4,29,3,3,1,2,1,5,0,6,0,0,2,0,0,0,0,0
2017-11-03,6,0,23,9,22,1,10,1,5,1,2,2,6,2,0,1,1,0,0,0,0
2017-11-04,10,0,22,3,22,4,4,0,2,0,4,4,7,1,0,0,0,0,0,0,0
2017-11-05,12,0,27,6,27,2,12,2,3,0,1,3,5,1,0,0,0,1,0,0,0
2017-11-06,9,0,26,6,36,1,19,3,5,0,5,3,6,0,0,1,0,0,0,0,0
2017-11-07,7,0,37,6,32,2,4,1,3,0,3,3,6,1,2,0,0,1,0,0,0
2017-11-08,7,0,36,9,21,3,7,2,5,0,3,1,5,0,2,1,0,1,0,0,0
2017-11-09,7,0,32,10,14,1,8,1,1,1,6,2,6,0,0,0,0,0,0,0,0
2017-11-10,7,0,28,6,34,1,8,2,1,0,4,2,11,0,0,0,0,2,0,0,0
2017-11-11,11,0,27,6,18,5,11,2,2,0,5,2,10,0,1,1,0,1,0,0,0
2017-11-12,7,0,23,4,28,2,5,1,3,1,6,3,8,0,0,2,0,1,0,0,0
2017-11-13,4,0,27,4,34,2,14,1,2,0,6,4,5,2,0,0,0,2,0,0,0
2017-11-14,5,0,34,8,25,7,6,1,5,0,7,2,6,0,1,1,0,2,0,0,0
2017-11-15,8,0,23,9,18,3,9,3,4,0,5,2,11,1,1,0,0,1,0,0,0
2017-11-16,5,0,25,8,26,4,10,1,2,2,6,1,4,2,0,2,0,0,0,0,0
2017-11-17,5,0,27,8,30,6,7,3,2,1,1,3,8,0,0,1,0,2,0,0,0
2017-11-18,6,0,35,3,21,6,6,3,2,0,1,4,9,1,0,1,0,3,0,0,0
2017-11-19,5,0,13,5,18,1,7,0,3,1,2,2,8,2,0,1,0,2,0,0,0
2017-11-20,4,0,20,4,32,3,6,5,1,0,1,4,5,0,0,1,0,3,0,0,0
2017-11-21,5,0,25,4,32,2,10,4,3,2,2,2,5,3,1,1,1,0,0,0,0
2017-11-22,9,0,34,2,26,2,4,3,3,1,1,4,10,0,0,1,0,1,0,0,0
2017-11-23,5,0,28,7,32,4,13,0,1,2,3,0,11,0,0,3,0,0,0,0,0
2017-11-24,3,0,26,7,27,4,12,5,4,0,2,3,7,1,1,0,0,2,0,0,0
2017-11-25,7,0,30,1,27,3,12,4,2,1,6,1,4,0,0,1,0,0,0,0,0
2017-11-26,4,0,22,5,25,5,8,0,4,0,3,4,10,0,3,1,0,4,0,0,0
2017-11-27,5,0,19,3,24,0,13,1,0,0,3,1,9,0,1,0,0,1,0,0,0
2017-11-28,6,0,29,1,20,0,11,3,0,0,4,2,8,1,1,1,0,0,0,0,0
2017-11-29,8,0,25,3,32,2,13,1,1,0,4,4,9,0,0,1,0,1,0,0,0
2017-11-30,7,0,26,3,13,3,10,2,1,1,4,1,12,0,1,0,0,0,0,0,0
2017-12-01,3,0,30,3,22,2,12,1,3,0,3,8,10,2,1,2,0,2,0,0,0
2017-12-02,10,0,27,9,32,2,6,3,6,1,1,3,9,1,0,1,0,0,0,0,0
2017-12-03,9,0,25,5,23,3,7,1,2,1,2,2,8,1,2,1,0,0,0,0,0
2017-12-04,9,0,19,4,33,2,5,2,2,1,6,3,3,0,0,2,0,1,0,0,0
2017-12-05,6,0,29,5,16,3,7,4,1,0,6,3,6,2,0,0,0,1,0,0,0
2017-12-06,3,0,30,2,22,2,9,0,2,2,4,2,8,2,0,2,0,1,0,0,0
2017-12-07,12,0,33,2,21,5,7,0,4,0,3,1,4,1,0,0,0,0,0,0,0
2017-12-08,7,0,28,5,24,2,7,3,2,1,9,3,8,1,0,0,0,2,0,0,0
2017-12-09,6,0,21,6,29,8,10,6,4,1,1,2,9,1,0,0,0,0,0,0,0
2017-12-10,7,0,33,2,29,4,10,2,3,1,6,3,9,2,0,0,1,1,0,0,0
2017-12-11,4,0,25,2,35,7,9,0,0,0,5,5,6,1,2,0,0,0,0,0,0
2017-12-12,5,0,26,3,35,2,11,2,1,1,2,3,7,1,0,2,0,0,0,0,0
2017-12-13,6,0,27,3,18,1,11,2,2,0,2,4,3,3,0,2,1,0,0,0,0
2017-12-14,7,0,32,8,26,6,13,1,2,0,2,2,5,0,0,1,0,2,0,0,0
2017-12-15,16,0,20,6,33,5,12,2,0,0,7,4,14,0,1,0,1,0,0,0,0
2017-12-16,5,0,21,4,36,1,8,2,2,2,2,1,6,1,1,1,0,3,0,0,0
2017-12-17,5,0,20,7,30,1,13,3,2,1,3,3,6,0,0,1,0,1,0,0,0
2017-12-18,8,0,26,7,15,4,11,0,2,1,3,3,13,1,0,0,0,0,0,0,0
2017-12-19,7,0,30,6,28,3,11,4,2,1,3,2,9,0,1,1,0,2,0,0,0
2017-12-20,9,0,25,1,31,0,13,0,0,0,1,2,7,1,1,1,0,0,0,0,0
2017-12-21,4,0,25,3,32,1,15,0,2,1,3,2,9,2,1,0,0,2,0,0,0
2017-12-22,12,0,24,4,22,2,14,2,3,0,4,1,7,1,0,2,0,0,0,0,0
2017-12-23,6,0,23,3,19,8,6,0,3,0,5,2,2,1,0,1,0,2,0,0,0
2017-12-24,9,0,18,5,21,5,10,0,1,0,4,5,10,1,2,1,0,2,0,0,0
2017-12-25,12,0,40,6,31,4,7,3,2,2,4,3,5,1,0,1,0,4,0,0,0
2017-12-26,8,0,30,5,31,5,13,2,3,0,3,1,7,3,0,0,0,0,0,0,0
2017-12-27,8,0,27,5,19,6,16,3,3,2,3,5,9,0,1,1,0,0,0,0,0
2017-12-28,3,0,30,5,22,5,12,2,3,0,1,6,4,1,1,0,0,1,0,0,0
2017-12-29,1,0,16,2,7,0,1,0,2,1,2,0,2,0,1,1,0,1,0,0,0
2017-12-30,6,0,4,1,7,0,1,1,1,0,0,2,1,1,0,1,0,1,0,0,0
2017-12-31,8,0,29,4,22,2,4,0,2,0,7,2,4,0,2,1,0,2,0,0,0
2018-01-01,16,0,25,2,27,3,5,3,2,2,9,2,8,1,0,0,0,0,0,0,0
2018-01-02,9,0,22,3,22,2,10,2,3,2,7,3,2,0,0,0,0,0,0,0,0
2018-01-03,7,0,31,4,21,1,14,2,4,0,3,3,9,0,1,0,1,2,0,0,0
2018-01-04,10,0,29,4,16,5,9,4,4,3,6,4,9,0,1,0,0,0,0,0,0
2018-01-05,10,0,24,6,31,5,4,2,1,0,6,3,4,2,1,2,0,1,0,0,0
2018-01-06,6,0,32,5,28,1,9,1,1,1,4,2,5,0,0,0,0,4,0,0,0
2018-01-07,8,0,22,6,23,5,11,2,4,1,6,2,8,0,0,1,0,0,0,0,0
2018-01-08,9,0,21,3,23,5,11,2,1,1,5,4,6,2,1,0,0,0,0,0,0
2018-01-09,9,0,25,6,19,3,9,4,1,0,6,4,12,1,0,1,0,0,0,0,0
2018-01-10,11,0,18,6,29,3,17,2,3,2,9,3,8,0,0,0,0,1,0,0,0
2018-01-11,3,0,26,4,29,3,13,1,2,0,2,3,6,1,0,0,0,0,0,0,0
2018-01-12,6,0,28,1,29,5,6,0,4,0,3,0,6,2,0,2,0,1,0,0,0
2018-01-13,12,0,23,4,27,2,6,2,0,0,3,0,8,1,0,1,0,0,0,0,0
2018-01-14,13,0,23,3,22,2,14,1,2,0,5,4,2,0,0,1,0,1,0,0,0
2018-01-15,5,0,29,5,23,4,9,2,4,2,2,4,4,2,0,1,0,1,0,0,0
2018-01-16,11,0,41,1,31,4,11,0,3,1,8,0,6,1,0,2,0,0,0,0,0
2018-01-17,5,0,35,2,20,2,10,0,2,0,4,3,6,0,0,2,0,0,0,0,0
2018-01-18,5,0,35,5,12,2,8,4,3,0,4,2,6,0,0,1,0,1,0,0,0
2018-01-19,5,0,25,3,23,3,10,1,2,0,2,4,6,1,1,1,0,0,0,0,0
2018-01-20,9,0,22,2,26,4,10,2,3,0,3,3,3,1,1,1,0,0,0,0,0
2018-01-21,9,0,14,4,21,0,8,2,2,0,3,1,6,0,2,1,0,2,0,0,0
2018-01-22,5,0,18,4,27,4,9,2,2,0,4,3,7,0,1,1,0,1,0,0,0
2018-01-23,6,0,38,2,26,4,7,1,0,0,5,1,4,1,1,1,0,0,0,0,0
2018-01-24,4,0,27,3,30,4,10,2,2,0,3,2,7,0,0,3,0,0,0,0,0
2018-01-25,7,0,25,2,35,3,12,2,0,0,1,1,5,1,2,1,0,0,0,0,0
2018-01-26,4,0,26,4,23,1,10,1,4,0,7,2,5,1,0,0,0,0,0,0,0
2018-01-27,9,0,18,2,19,4,10,1,1,0,3,0,8,1,0,0,0,4,0,0,0
2018-01-28,14,0,26,2,25,2,7,1,4,0,4,3,6,2,0,1,0,1,0,0,0
2018-01-29,8,0,21,5,21,6,8,2,1,0,5,5,8,1,1,0,0,0,0,0,0
2018-01-30,7,0,24,0,28,2,8,3,3,0,2,1,7,0,0,1,0,0,0,0,0
2018-01-31,5,0,30,3,32,4,8,1,2,0,3,3,11,0,0,1,0,0,0,0,0
2018-02-01,9,0,26,4,25,1,6,1,1,1,8,2,6,0,0,0,0,1,0,0,0
2018-02-02,5,0,22,5,23,5,12,1,3,1,1,2,6,0,1,0,0,0,0,0,0
2018-02-03,8,0,29,3,25,4,7,4,4,0,4,3,6,0,0,0,0,1,0,0,0
2018-02-04,14,0,27,4,31,0,10,4,1,1,2,4,8,0,0,0,0,1,0,0,0
2018-02-05,9,0,26,3,21,9,13,1,4,0,3,7,6,1,0,0,0,1,0,0,0
2018-02-06,7,0,34,3,19,5,7,0,6,2,2,0,10,0,0,1,0,0,0,0,0
2018-02-07,10,0,31,7,27,2,6,0,5,0,4,3,2,1,0,3,0,1,0,0,0
2018-02-08,6,0,22,6,18,6,13,1,0,0,3,9,4,0,0,1,0,1,0,0,0
2018-02-09,11,0,34,6,18,5,8,1,3,0,6,2,5,0,0,1,1,0,0,0,0
2018-02-10,10,0,33,4,26,5,10,2,4,0,3,5,8,0,1,1,0,1,0,0,0
2018-02-11,9,0,25,3,28,4,9,1,2,1,4,4,5,3,0,0,0,0,0,0,0
2018-02-12,9,0,32,0,24,5,8,0,4,2,4,2,5,0,0,1,0,0,0,0,0
2018-02-13,6,0,34,11,25,6,12,3,5,0,0,0,5,2,1,1,0,1,0,0,0
2018-02-14,7,0,32,2,34,4,8,2,4,1,7,0,7,1,1,0,0,4,0,0,0
2018-02-15,7,0,33,9,17,4,6,3,5,0,5,3,9,0,1,1,0,1,0,0,0
2018-02-16,14,0,16,3,17,2,8,2,2,1,5,2,9,2,3,1,0,1,0,0,0
2018-02-17,11,0,18,4,21,4,7,2,1,1,0,3,3,0,1,1,0,1,0,0,0
2018-02-18,4,0,34,3,30,3,8,3,4,0,5,4,11,0,3,2,0,0,0,0,0
2018-02-19,7,0,22,4,23,7,12,3,1,1,3,6,10,2,1,4,0,0,0,0,0
2018-02-20,3,0,20,2,30,1,10,0,0,0,3,4,6,1,1,1,0,0,0,0,0
2018-02-21,5,0,30,2,24,3,6,4,1,0,2,1,8,0,1,1,0,0,0,0,0
2018-02-22,13,0,31,2,25,5,13,1,1,0,2,3,14,0,1,1,0,2,0,0,0
2018-02-23,7,0,30,4,21,2,9,2,3,1,3,5,6,1,0,2,0,0,0,0,0
2018-02-24,14,0,27,3,25,2,9,2,2,1,2,0,9,1,0,0,0,0,0,0,0
2018-02-25,6,0,22,6,26,3,3,3,4,1,3,3,6,0,0,0,0,1,0,0,0
2018-02-26,4,0,28,6,26,2,9,2,4,0,2,2,5,1,1,0,0,1,0,0,0
2018-02-27,4,0,21,3,30,0,9,2,2,1,2,1,7,2,0,0,0,0,0,0,0
2018-02-28,5,0,31,1,15,3,11,2,2,0,1,1,7,0,2,0,0,0,0,0,0
2018-03-01,7,0,26,5,25,5,9,1,5,0,2,0,6,0,1,1,0,0,0,0,0
2018-03-02,5,0,29,5,16,2,12,2,2,0,4,2,9,0,0,1,0,0,0,0,0
