fecha,Tumores [Neoplasias],Enfermedades del sistema respiratorio ,Enfermedades del sistema circulatorio ,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema genitourinario,"Enfermedades endocrinas, nutricionales y metabólicas",Causas externas de morbilidad y de mortalidad,Trastornos mentales y del comportamiento,COVID-19,Enfermedades del sistema nervioso central,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades de la piel y del tejido subcutáneo,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2017-06-09,86,44,87,7,22,6,12,20,18,4,0,15,1,3,4,2,0,1,3,0,0
2017-06-10,78,50,90,8,22,8,18,21,28,7,0,19,2,4,4,1,0,0,0,0,0
2017-06-11,83,57,94,12,23,6,16,16,19,9,0,13,0,3,2,0,0,0,2,0,0
2017-06-12,62,47,106,6,31,7,12,24,35,12,0,18,1,2,7,0,0,0,1,0,0
2017-06-13,94,48,94,13,30,8,12,20,23,6,0,13,2,1,0,2,0,0,1,0,0
2017-06-14,82,46,94,10,24,8,13,31,23,7,0,14,4,1,4,2,0,0,4,0,0
2017-06-15,107,51,98,11,33,11,12,22,20,13,0,11,0,4,4,3,0,0,5,0,0
2017-06-16,87,58,102,15,26,12,14,13,21,8,0,16,2,5,2,0,0,0,4,0,0
2017-06-17,69,49,104,13,26,10,11,22,28,8,0,17,2,5,3,3,0,0,1,0,0
2017-06-18,69,42,106,18,32,7,15,24,28,10,0,19,2,1,0,1,0,0,0,0,0
2017-06-19,64,58,95,6,22,8,20,21,20,7,0,13,1,0,5,2,0,0,1,0,0
2017-06-20,89,56,124,14,37,8,13,24,15,9,0,20,1,2,1,4,0,0,1,0,0
2017-06-21,105,47,96,9,34,9,6,20,18,7,0,18,1,0,2,2,0,0,1,0,0
2017-06-22,80,50,107,18,17,15,19,28,20,10,0,15,3,4,3,0,0,0,3,0,0
2017-06-23,77,51,106,6,37,3,13,16,24,7,0,21,4,1,3,4,0,0,2,0,0
2017-06-24,86,56,105,13,26,7,18,13,20,8,0,13,0,5,4,3,0,0,0,0,0
2017-06-25,80,54,110,9,26,7,12,17,17,8,0,10,4,4,0,0,0,0,1,0,0
2017-06-26,69,61,107,10,22,10,18,25,26,6,0,12,1,1,5,1,0,0,2,0,0
2017-06-27,86,56,104,11,21,9,12,31,21,13,0,15,2,2,2,5,0,0,3,0,0
2017-06-28,81,53,97,9,22,4,17,27,12,5,0,13,1,2,0,3,0,0,1,1,0
2017-06-29,70,50,107,13,25,6,10,21,24,7,0,14,1,2,6,3,0,0,1,0,0
2017-06-30,73,44,98,10,25,13,15,21,21,4,0,12,0,2,0,3,0,0,5,0,0
2017-07-01,74,58,90,7,22,6,16,22,25,4,0,11,3,6,1,1,0,0,3,0,0
2017-07-02,62,50,99,17,23,6,11,28,28,5,0,9,1,2,1,4,0,0,8,1,0
2017-07-03,79,41,105,6,24,6,13,28,22,7,0,13,3,0,3,0,0,0,1,0,0
2017-07-04,71,55,78,4,21,5,7,22,16,11,0,14,4,1,4,2,0,0,1,0,0
2017-07-05,86,38,82,9,24,9,15,25,17,8,0,13,0,1,1,2,0,0,3,0,0
2017-07-06,64,48,101,6,28,8,7,25,19,6,0,13,3,3,4,1,0,0,3,0,0
2017-07-07,75,56,95,9,22,8,14,18,21,4,0,15,0,3,2,5,0,0,1,0,0
2017-07-08,76,59,96,13,21,3,11,25,25,5,0,17,3,1,4,0,0,0,2,0,0
2017-07-09,71,50,104,8,18,6,8,23,30,3,0,10,1,2,2,2,0,0,1,0,0
2017-07-10,83,47,103,7,22,6,8,19,21,8,0,16,3,1,2,1,0,0,3,1,0
2017-07-11,61,53,92,11,21,7,13,19,15,4,0,13,2,1,4,0,0,0,5,0,0
2017-07-12,74,38,107,8,22,5,13,13,13,1,0,12,3,1,4,1,0,0,2,0,0
2017-07-13,70,48,105,6,23,6,13,19,17,6,0,9,2,4,8,1,0,0,4,0,0
2017-07-14,80,40,78,9,22,7,11,23,23,13,0,14,1,1,2,5,0,0,3,0,0
2017-07-15,75,33,93,14,17,6,10,22,20,8,0,12,1,0,3,1,0,0,2,0,0
2017-07-16,73,44,96,10,16,1,16,25,20,6,0,19,2,0,3,0,0,0,1,0,0
2017-07-17,77,49,115,15,24,7,15,22,25,9,0,8,2,3,1,2,0,0,5,0,0
2017-07-18,90,44,112,13,23,9,15,25,16,10,0,17,1,1,3,3,0,0,2,0,0
2017-07-19,81,46,76,12,30,10,10,13,23,11,0,16,3,0,6,5,0,0,1,1,0
2017-07-20,77,45,92,5,19,10,9,18,19,9,0,13,2,3,3,1,0,0,1,1,0
2017-07-21,71,47,96,4,25,12,12,22,20,8,0,11,2,1,0,2,0,0,1,0,0
2017-07-22,81,43,88,6,24,3,12,19,14,4,0,5,3,1,3,3,0,0,6,0,0
2017-07-23,77,31,103,15,26,9,5,23,26,3,0,10,4,1,1,1,0,0,1,0,0
2017-07-24,62,48,101,9,26,3,15,18,18,3,0,14,2,3,2,3,0,0,1,0,0
2017-07-25,73,35,91,7,27,5,14,18,19,3,0,19,1,5,4,2,0,0,1,0,0
2017-07-26,70,40,86,6,31,11,14,24,14,7,0,14,3,2,6,2,0,0,0,0,0
2017-07-27,76,42,86,10,28,7,9,27,13,4,0,18,1,3,0,1,0,0,4,0,0
2017-07-28,86,43,87,10,35,8,11,16,19,5,0,18,2,3,5,3,0,0,2,0,0
2017-07-29,80,35,97,8,22,7,13,20,25,3,0,14,3,5,2,4,0,0,3,0,0
2017-07-30,80,39,82,9,34,8,12,22,22,8,0,15,0,2,0,2,0,0,2,0,0
2017-07-31,79,46,81,8,22,7,13,24,22,7,0,9,2,1,1,1,0,0,2,0,0
2017-08-01,80,39,91,9,27,5,9,17,15,7,0,10,5,4,0,1,0,0,1,0,0
2017-08-02,84,37,90,6,26,9,10,22,24,10,0,8,3,4,3,2,0,0,1,0,0
2017-08-03,76,34,100,14,28,14,12,24,23,6,0,8,1,0,5,2,0,0,0,0,0
2017-08-04,71,31,108,8,14,5,9,16,15,6,0,13,0,2,4,3,0,0,3,0,0
2017-08-05,69,41,88,8,31,6,11,18,19,9,0,12,3,5,1,3,0,0,4,0,0
2017-08-06,74,31,84,10,28,9,16,17,32,5,0,12,0,1,1,1,0,0,1,0,0
2017-08-07,72,47,103,8,23,6,15,22,15,6,0,10,2,0,4,2,0,0,4,2,0
2017-08-08,72,23,95,5,21,11,13,9,9,6,0,16,0,2,3,3,0,0,3,0,0
2017-08-09,74,38,115,5,17,8,8,17,22,5,0,14,4,1,0,2,0,0,2,0,0
2017-08-10,71,44,75,9,15,2,15,16,19,9,0,12,2,1,2,4,0,0,2,0,0
2017-08-11,73,28,87,11,16,3,10,25,21,4,0,4,1,1,4,2,0,0,2,0,0
2017-08-12,81,34,87,9,26,4,12,15,34,5,0,11,2,0,2,0,0,0,2,0,0
2017-08-13,63,49,91,10,25,5,7,13,25,8,0,12,1,3,3,3,0,0,2,0,0
2017-08-14,59,32,91,15,24,7,16,19,23,7,0,13,2,2,6,1,0,0,2,0,0
2017-08-15,72,34,92,9,21,5,10,14,20,6,0,12,1,1,6,2,0,0,2,1,0
2017-08-16,65,36,83,10,19,4,11,21,25,6,0,6,1,2,6,2,0,0,0,0,0
2017-08-17,86,45,81,9,18,8,11,22,20,6,0,11,0,3,1,2,0,0,4,0,0
2017-08-18,76,45,92,9,20,7,12,23,14,7,0,8,3,1,3,1,0,0,6,0,0
2017-08-19,79,42,96,7,23,4,6,15,24,2,0,9,2,2,2,2,0,0,1,0,0
2017-08-20,78,43,74,4,16,5,6,13,17,6,0,10,1,4,2,2,0,0,0,0,0
2017-08-21,70,43,98,7,16,6,14,17,18,8,0,14,0,4,2,2,0,0,2,0,0
2017-08-22,68,24,93,13,25,8,17,17,14,9,0,7,1,0,4,4,0,0,0,1,0
2017-08-23,67,30,76,9,15,9,13,19,20,7,0,15,0,1,0,6,0,0,4,0,0
2017-08-24,65,30,92,11,23,6,5,15,23,6,0,10,1,0,4,1,0,0,4,0,0
2017-08-25,62,41,83,6,23,9,13,20,13,5,0,8,2,3,1,3,0,0,1,0,0
2017-08-26,71,28,96,3,23,5,9,16,28,3,0,10,3,2,1,2,0,0,0,0,0
2017-08-27,81,39,88,10,22,5,9,13,28,3,0,11,1,2,1,2,0,0,1,0,0
2017-08-28,82,24,82,9,24,9,10,14,23,5,0,7,2,2,2,2,0,0,3,0,0
2017-08-29,65,41,92,6,16,8,15,17,25,4,0,14,0,1,2,1,0,0,0,1,0
2017-08-30,74,38,113,8,17,2,15,12,25,6,0,13,1,3,2,2,0,0,3,0,0
2017-08-31,77,38,70,8,18,6,5,24,18,5,0,18,1,1,2,1,0,0,1,0,0
2017-09-01,83,44,81,9,11,8,9,16,14,6,0,11,2,2,2,3,0,0,1,1,0
2017-09-02,65,39,79,4,23,5,10,18,30,7,0,10,0,2,1,2,0,0,2,0,0
2017-09-03,81,30,96,14,13,3,9,18,24,3,0,14,2,3,0,1,0,0,2,0,0
2017-09-04,73,34,84,5,15,9,13,19,21,11,0,17,0,2,3,2,0,0,0,0,0
2017-09-05,75,29,76,5,16,5,17,17,15,4,0,12,2,2,2,4,0,0,1,0,0
2017-09-06,67,36,79,9,16,9,10,14,21,8,0,17,1,4,0,1,0,0,2,0,0
2017-09-07,81,32,79,1,21,3,13,18,20,5,0,10,0,0,5,4,0,0,1,0,0
2017-09-08,91,37,71,6,17,3,10,21,21,7,0,9,2,0,1,0,0,0,2,0,0
2017-09-09,87,27,95,9,25,6,12,16,22,4,0,10,3,1,2,1,0,0,4,0,0
2017-09-10,78,24,95,7,20,4,5,16,28,9,0,11,2,1,2,1,0,0,4,0,0
2017-09-11,73,36,84,10,20,8,8,17,16,8,0,15,2,2,0,2,0,0,1,0,0
2017-09-12,78,35,94,5,20,5,10,24,31,4,0,17,1,3,1,2,0,0,2,0,0
2017-09-13,73,31,72,5,23,6,16,14,19,6,0,16,2,0,3,4,0,0,1,0,0
2017-09-14,89,22,98,15,23,4,8,16,14,1,0,12,1,1,5,3,0,0,4,0,0
2017-09-15,89,28,86,9,16,6,13,15,16,4,0,13,3,1,1,1,0,0,1,0,0
2017-09-16,84,40,83,3,16,6,14,16,29,6,0,17,0,4,3,2,0,0,1,0,0
2017-09-17,79,26,96,7,15,5,10,25,25,8,0,9,1,1,5,2,0,0,0,0,0
2017-09-18,89,27,96,10,18,10,11,26,21,5,0,9,3,4,1,3,0,0,3,1,0
2017-09-19,61,28,106,10,25,5,12,17,31,10,0,18,1,1,0,2,0,0,0,0,0
2017-09-20,73,26,95,8,24,6,10,19,23,6,0,11,2,0,5,3,0,0,1,1,0
2017-09-21,93,37,91,9,25,6,10,16,14,6,0,12,5,0,2,1,0,0,4,0,0
2017-09-22,82,39,106,8,22,8,5,15,22,6,0,14,1,3,5,3,0,0,4,2,0
2017-09-23,86,37,87,7,18,10,5,17,21,3,0,10,1,1,2,3,0,0,1,0,0
2017-09-24,75,29,89,5,25,4,6,11,26,3,0,15,1,1,4,3,0,0,2,0,0
2017-09-25,96,29,81,9,20,9,14,15,20,9,0,12,0,4,1,1,0,0,3,1,0
2017-09-26,88,37,90,4,27,8,16,12,21,5,0,8,0,2,2,2,0,0,0,0,0
2017-09-27,80,40,87,7,21,10,8,12,15,6,0,7,1,3,2,0,0,0,0,0,0
2017-09-28,83,31,77,5,16,7,8,15,11,5,0,10,0,3,0,2,0,0,3,0,0
2017-09-29,71,31,85,4,19,5,13,21,22,6,0,15,0,2,0,5,0,0,1,0,0
2017-09-30,87,25,73,11,19,4,10,20,22,2,0,10,2,4,3,6,0,0,1,0,0
2017-10-01,59,31,79,7,13,9,14,29,23,3,0,11,2,0,0,2,0,0,2,1,0
2017-10-02,70,30,87,6,21,5,12,23,15,5,0,12,2,1,2,1,0,0,1,0,0
2017-10-03,79,31,79,9,24,2,8,23,19,5,0,15,2,4,4,3,0,0,4,0,0
2017-10-04,85,37,81,7,20,5,12,10,13,5,0,13,0,1,6,1,0,0,2,0,0
2017-10-05,73,27,82,2,23,4,8,22,12,6,0,11,1,1,5,2,0,0,4,0,0
2017-10-06,83,30,68,7,21,7,11,17,29,9,0,6,4,1,2,2,0,0,0,0,0
2017-10-07,70,23,76,5,30,10,15,16,13,3,0,9,4,2,1,3,0,0,2,0,0
2017-10-08,85,43,81,6,24,8,11,14,27,7,0,7,4,2,2,3,0,0,1,0,0
2017-10-09,82,32,62,8,19,6,15,10,22,6,0,5,1,1,2,3,0,0,4,0,0
2017-10-10,72,26,81,9,24,3,8,15,26,4,0,13,0,1,2,3,0,0,2,0,0
2017-10-11,85,34,87,5,24,6,5,18,11,11,0,10,1,3,2,3,0,0,0,0,0
2017-10-12,76,26,68,12,21,5,8,15,18,2,0,9,2,3,1,2,0,0,3,0,0
2017-10-13,66,27,78,11,17,6,9,17,21,2,0,7,1,0,5,3,0,0,0,0,0
2017-10-14,67,31,72,8,19,7,6,15,24,3,0,11,2,1,2,4,0,0,1,0,0
2017-10-15,86,29,72,4,28,6,11,16,27,4,0,13,1,2,2,1,0,0,0,0,0
2017-10-16,68,25,88,6,22,1,13,18,22,7,0,11,3,2,2,4,0,0,0,0,0
2017-10-17,72,25,67,6,24,4,15,15,24,8,0,7,0,0,3,3,0,0,0,0,0
2017-10-18,76,33,67,6,21,4,9,22,24,4,0,14,2,3,3,1,0,0,2,0,0
2017-10-19,77,23,82,9,23,6,9,14,16,3,0,14,1,2,4,0,0,0,0,0,0
2017-10-20,80,23,71,6,17,7,17,15,29,6,0,7,2,0,3,3,0,0,1,1,0
2017-10-21,54,28,72,11,19,5,15,16,30,5,0,9,1,2,1,2,0,0,6,0,0
2017-10-22,73,28,65,6,14,5,13,9,28,2,0,7,2,3,5,2,0,0,1,0,0
2017-10-23,61,16,73,7,23,5,10,15,25,7,0,7,1,2,0,0,0,0,3,0,0
2017-10-24,80,35,86,7,25,6,10,11,16,5,0,10,1,5,1,3,0,0,3,0,0
2017-10-25,75,21,73,6,18,4,10,15,16,4,0,12,4,1,2,3,0,0,3,0,0
2017-10-26,78,24,66,6,23,7,15,8,19,3,0,7,1,0,2,1,0,0,3,0,0
2017-10-27,75,29,68,10,15,5,5,16,15,4,0,11,3,4,3,1,0,0,2,0,0
2017-10-28,58,19,75,5,15,9,6,10,17,5,0,5,1,3,3,2,0,0,0,0,0
2017-10-29,77,22,91,8,15,5,6,16,19,2,0,14,1,2,3,2,0,0,0,0,0
2017-10-30,59,26,86,10,21,8,10,14,22,3,0,6,0,3,1,1,0,0,2,0,0
2017-10-31,72,12,65,7,25,7,6,18,16,9,0,12,2,4,4,3,0,0,0,0,0
2017-11-01,71,24,67,5,16,5,11,17,21,5,0,10,1,2,0,3,0,0,1,0,0
2017-11-02,58,18,75,1,21,9,9,15,16,4,0,15,1,1,3,2,0,0,0,0,0
2017-11-03,64,30,70,4,20,7,6,16,13,5,0,12,1,2,3,2,0,0,1,1,0
2017-11-04,74,20,60,8,18,6,13,11,20,5,0,7,1,1,2,2,0,0,1,0,0
2017-11-05,74,32,70,6,21,7,11,17,29,7,0,9,1,0,2,2,0,0,1,0,0
2017-11-06,86,35,88,7,17,11,7,19,21,5,0,8,0,0,2,2,0,0,2,0,0
2017-11-07,94,19,71,7,19,5,6,17,24,2,0,13,2,2,1,3,0,0,1,0,0
2017-11-08,80,25,66,5,17,11,14,15,22,8,0,12,2,0,4,5,0,0,3,0,0
2017-11-09,73,22,66,8,24,5,5,26,23,6,0,15,1,4,0,1,0,0,0,2,0
2017-11-10,64,25,72,6,20,5,6,11,16,4,0,12,2,0,2,0,0,0,4,0,0
2017-11-11,75,27,65,7,21,4,11,12,27,6,0,15,1,1,2,1,0,0,3,0,0
2017-11-12,70,25,79,7,15,4,6,19,34,3,0,10,4,1,3,3,0,0,2,2,0
2017-11-13,75,29,80,8,19,4,11,13,17,5,0,17,3,0,3,3,0,0,4,0,0
2017-11-14,74,20,66,5,17,8,10,11,16,3,0,8,3,2,1,1,0,0,4,0,0
2017-11-15,70,20,60,7,23,7,8,18,23,8,0,9,1,0,0,3,0,0,1,0,0
2017-11-16,79,25,65,5,16,5,8,12,13,3,0,14,1,2,3,2,0,0,1,0,0
2017-11-17,75,18,64,7,24,8,9,13,14,6,0,6,3,1,3,1,0,0,3,0,0
2017-11-18,94,21,70,4,21,7,12,17,17,4,0,12,1,3,1,1,0,0,4,0,0
2017-11-19,57,19,60,6,19,8,5,16,19,1,0,7,1,1,5,2,0,0,4,1,0
2017-11-20,67,22,80,11,24,4,14,11,20,9,0,10,0,1,1,0,0,0,3,0,0
2017-11-21,73,32,73,4,16,9,7,14,13,10,0,6,4,4,2,6,0,0,0,1,0
2017-11-22,78,14,69,6,18,6,6,10,18,9,0,8,2,3,2,0,0,0,3,0,0
2017-11-23,78,27,79,6,23,4,10,15,24,3,0,8,1,2,5,0,0,0,1,0,0
2017-11-24,71,26,73,8,25,6,7,17,17,10,0,10,1,0,0,1,0,1,2,0,0
2017-11-25,85,28,73,2,12,7,10,18,23,5,0,11,1,1,1,3,0,0,1,0,0
2017-11-26,78,22,80,10,24,9,12,12,18,2,0,8,5,2,2,2,0,0,5,0,0
2017-11-27,59,33,67,4,28,2,2,14,19,5,0,14,2,2,2,1,0,0,1,0,0
2017-11-28,74,26,66,6,16,4,6,9,16,6,0,10,3,1,2,2,0,0,4,0,0
2017-11-29,78,28,74,7,24,5,8,10,21,3,0,11,1,0,2,0,0,0,1,1,0
2017-11-30,71,22,59,6,23,3,9,9,21,8,0,8,2,1,2,2,0,0,1,0,0
2017-12-01,96,24,75,14,25,4,7,8,17,5,0,8,4,0,2,4,0,0,4,0,0
2017-12-02,66,25,73,7,20,10,6,19,20,8,0,6,1,2,2,2,0,0,0,0,0
2017-12-03,74,18,73,7,20,5,9,15,19,5,0,4,2,2,4,3,0,0,2,0,0
2017-12-04,66,17,78,6,16,7,13,10,24,4,0,14,0,2,3,0,0,0,3,0,0
2017-12-05,73,20,67,5,13,4,10,10,19,5,0,10,0,1,1,4,0,0,1,0,0
2017-12-06,76,18,61,5,19,5,5,12,17,5,0,13,0,4,6,2,0,0,2,0,0
2017-12-07,86,20,64,3,27,7,12,9,25,5,0,6,0,2,3,2,0,0,1,0,0
2017-12-08,76,18,71,10,21,5,10,17,19,3,0,13,1,1,0,2,0,0,5,0,0
2017-12-09,66,29,70,12,22,6,20,11,23,6,0,9,1,2,2,2,0,0,3,0,0
2017-12-10,79,31,76,7,13,5,9,12,21,5,0,11,2,1,0,3,0,0,3,1,0
2017-12-11,76,24,78,10,19,4,16,12,14,1,0,12,5,0,1,1,0,0,2,0,0
2017-12-12,69,25,78,6,27,3,7,13,16,5,0,6,1,3,4,2,0,0,1,1,0
2017-12-13,69,36,75,8,12,5,8,15,14,7,0,9,0,0,3,4,0,0,0,1,0
2017-12-14,70,24,64,3,18,7,18,21,23,1,0,7,0,2,4,2,0,0,5,0,0
2017-12-15,63,32,75,6,30,4,13,16,29,5,0,11,3,1,0,4,0,0,1,1,0
2017-12-16,62,21,79,3,19,7,6,15,41,6,0,9,2,3,1,1,0,0,3,0,0
2017-12-17,61,26,69,7,19,3,7,22,14,6,0,6,3,1,2,1,0,0,1,0,0
2017-12-18,72,26,61,7,26,3,8,13,18,2,0,12,3,1,1,2,0,0,1,0,0
2017-12-19,76,26,68,3,20,3,8,21,12,7,0,7,3,3,3,1,0,0,2,0,0
2017-12-20,79,27,64,8,25,9,9,15,24,2,0,7,2,0,5,2,0,0,4,0,0
2017-12-21,74,26,72,7,25,5,9,13,19,3,0,9,3,4,1,2,0,0,3,0,0
2017-12-22,74,34,73,2,22,8,4,10,22,5,0,16,1,2,3,2,0,0,3,0,0
2017-12-23,56,21,54,6,6,5,15,15,15,1,0,6,2,0,4,3,0,0,5,1,0
2017-12-24,64,16,52,7,24,5,15,9,22,1,0,7,4,0,1,2,0,0,3,0,0
2017-12-25,97,31,81,11,19,8,9,13,28,9,0,10,1,2,3,1,0,0,4,0,0
2017-12-26,77,27,73,7,27,6,13,19,22,6,0,11,0,0,0,3,0,0,0,0,0
2017-12-27,67,28,66,10,20,7,13,14,24,4,0,12,1,3,4,2,0,0,1,1,0
2017-12-28,67,29,55,9,12,5,12,13,13,4,0,9,1,0,0,5,0,0,1,0,0
2017-12-29,42,16,36,1,10,5,7,9,8,3,0,7,1,3,1,0,0,0,3,0,0
2017-12-30,52,10,43,7,9,4,5,5,23,8,0,7,0,1,2,2,0,0,4,0,0
2017-12-31,73,19,58,8,15,5,7,14,20,0,0,12,5,3,2,1,0,0,3,0,0
2018-01-01,65,31,69,6,27,5,11,12,51,6,0,17,0,3,0,2,0,0,3,0,0
2018-01-02,57,26,66,11,14,4,16,9,32,7,0,14,3,3,1,1,0,0,4,1,0
2018-01-03,65,30,63,7,28,7,7,10,25,5,0,11,3,0,3,0,0,0,3,1,0
2018-01-04,85,24,64,10,19,9,9,7,24,9,0,13,3,4,1,2,0,0,1,0,0
2018-01-05,72,19,70,6,15,3,15,10,17,7,0,13,3,0,7,4,0,0,3,0,0
2018-01-06,81,24,71,7,16,5,10,13,23,5,0,13,1,1,3,2,0,0,5,2,0
2018-01-07,74,21,66,7,21,7,9,14,29,4,0,13,0,2,5,1,0,0,1,0,0
2018-01-08,61,31,61,13,23,4,8,12,22,4,0,11,1,2,2,2,0,0,1,0,0
2018-01-09,72,19,66,8,26,3,10,10,24,7,0,13,1,0,3,3,0,0,3,0,0
2018-01-10,69,33,69,5,18,6,9,14,21,6,0,14,1,4,3,1,0,0,3,0,0
2018-01-11,63,28,78,5,23,7,7,9,16,4,0,10,1,1,2,3,0,0,0,0,0
2018-01-12,75,17,62,6,15,9,15,9,17,3,0,12,0,0,3,2,0,0,2,0,0
2018-01-13,61,27,68,5,15,2,11,10,23,8,0,14,0,0,3,2,0,0,3,0,0
2018-01-14,72,33,51,12,12,4,5,6,28,3,0,12,2,0,3,2,0,0,1,0,0
2018-01-15,59,23,61,10,21,7,4,8,22,4,0,5,1,3,3,2,0,0,2,1,0
2018-01-16,85,25,83,2,26,4,8,7,23,2,0,16,1,2,3,2,0,0,2,0,0
2018-01-17,85,31,63,6,26,3,8,7,19,4,0,11,2,0,5,1,0,0,0,0,0
2018-01-18,80,19,55,4,27,6,6,11,17,8,0,17,1,1,1,0,0,0,2,0,0
2018-01-19,71,24,65,9,14,5,6,14,17,5,0,13,2,1,4,4,0,0,1,0,0
2018-01-20,68,27,70,6,21,6,11,7,19,8,0,6,1,0,2,4,0,0,2,0,0
2018-01-21,55,24,50,2,21,10,7,13,36,3,0,10,4,0,1,1,0,0,4,0,0
2018-01-22,74,34,78,10,16,5,11,10,16,2,0,7,1,0,2,1,0,0,1,0,0
2018-01-23,72,22,67,1,14,11,11,10,15,3,0,14,3,2,4,2,0,0,1,0,0
2018-01-24,81,28,75,8,13,8,9,8,16,5,0,6,1,0,4,2,0,0,0,1,0
2018-01-25,60,32,76,6,14,3,8,7,22,4,0,4,4,4,4,1,0,0,2,0,0
2018-01-26,78,23,59,10,16,7,6,12,18,2,0,15,1,0,1,3,0,0,0,0,0
2018-01-27,68,25,60,2,16,3,10,9,21,6,0,10,1,0,1,1,0,0,4,0,0
2018-01-28,66,14,72,7,16,9,5,4,39,4,0,7,2,0,5,3,0,0,1,0,0
2018-01-29,73,23,68,8,22,5,9,13,19,4,0,14,2,1,0,2,0,0,4,0,0
2018-01-30,81,23,71,5,19,6,12,5,17,6,0,4,1,0,3,2,0,0,1,0,0
2018-01-31,79,22,71,7,32,5,8,8,20,5,0,11,2,1,1,0,0,0,3,0,0
2018-02-01,78,16,65,4,21,3,8,9,21,3,0,17,0,2,3,1,0,0,2,0,0
2018-02-02,85,24,72,5,22,4,13,13,17,2,0,7,1,2,2,0,0,0,1,0,0
2018-02-03,68,27,70,6,19,9,12,12,27,11,0,9,2,0,2,3,0,0,2,0,0
2018-02-04,87,19,73,10,14,8,7,15,38,9,0,8,0,2,2,2,0,0,1,0,0
2018-02-05,82,27,60,10,15,8,17,10,30,2,0,8,0,1,1,1,0,0,1,0,0
2018-02-06,79,27,65,4,16,13,11,11,20,3,0,6,0,3,1,1,0,0,0,0,0
2018-02-07,73,27,71,5,16,8,2,14,22,3,0,7,0,1,5,2,0,0,3,0,0
2018-02-08,65,21,64,12,21,3,11,8,16,3,0,8,1,2,2,1,0,0,4,0,0
2018-02-09,73,17,60,6,19,3,11,14,20,6,0,9,1,0,4,1,0,0,0,1,0
2018-02-10,78,27,82,8,20,6,12,11,29,3,0,10,1,3,2,1,0,0,2,0,0
2018-02-11,67,27,65,8,11,5,10,8,23,3,0,9,0,1,1,4,0,0,2,0,0
2018-02-12,82,18,69,5,15,11,11,9,30,3,0,17,0,2,1,3,0,0,4,2,0
2018-02-13,83,25,68,4,23,7,10,22,16,4,0,8,2,1,3,5,0,0,3,0,0
2018-02-14,79,21,79,3,19,6,7,8,23,4,0,14,1,2,1,1,0,0,5,0,0
2018-02-15,84,15,58,10,21,10,8,18,16,6,0,10,3,0,1,1,0,0,2,0,0
2018-02-16,79,16,59,3,31,3,7,14,27,5,0,12,4,1,1,4,0,0,1,0,0
2018-02-17,58,18,69,3,18,4,9,8,29,7,0,8,1,2,2,2,0,0,2,0,0
2018-02-18,72,21,74,8,23,7,7,14,23,5,0,12,3,2,3,1,0,0,2,0,0
2018-02-19,86,24,63,9,21,5,12,8,20,5,0,10,1,2,4,5,0,0,1,0,0
2018-02-20,65,28,69,6,17,2,4,8,15,2,0,10,1,1,3,3,0,0,5,0,0
2018-02-21,68,26,59,2,26,5,9,5,17,9,0,5,1,3,2,1,0,0,1,0,0
2018-02-22,88,27,70,8,26,3,11,9,21,2,0,7,4,1,2,1,0,0,2,0,0
2018-02-23,73,23,63,12,18,7,7,13,24,6,0,8,0,1,4,1,0,0,1,0,0
2018-02-24,68,27,59,1,16,7,12,10,26,6,0,7,0,3,0,5,0,0,0,0,0
2018-02-25,69,14,72,11,23,10,10,10,21,5,0,10,1,4,3,0,0,0,2,0,0
2018-02-26,80,24,75,5,15,7,12,15,17,2,0,3,1,0,1,3,0,0,2,0,0
2018-02-27,65,18,72,3,25,4,5,7,21,6,0,9,0,3,1,4,0,0,1,0,0
2018-02-28,85,33,54,2,23,7,10,11,16,4,0,4,2,1,2,2,0,0,1,0,0
2018-03-01,74,22,62,4,19,11,11,10,16,5,0,4,3,1,2,0,0,0,1,0,0
2018-03-02,73,32,54,7,21,5,8,16,13,2,0,8,2,2,2,2,0,0,0,0,0
2018-03-03,64,18,61,7,21,5,8,11,29,5,0,11,2,4,3,3,0,0,1,0,0
2018-03-04,73,28,75,7,19,3,10,5,29,6,0,8,1,1,3,5,0,0,1,0,0
2018-03-05,64,29,80,6,17,4,5,12,25,4,0,4,1,2,1,3,0,0,3,1,0
2018-03-06,79,16,61,11,19,5,10,7,19,6,0,7,2,1,1,0,0,0,1,0,0
2018-03-07,72,24,60,8,28,5,6,8,24,8,0,8,0,1,1,6,0,0,2,0,0
2018-03-08,85,27,70,8,29,4,11,13,25,6,0,13,4,4,2,3,0,0,2,0,0
2018-03-09,69,29,59,4,23,5,9,9,23,10,0,9,3,4,3,1,0,0,4,0,0
2018-03-10,87,34,67,3,23,7,4,8,17,4,0,15,0,2,0,0,0,0,3,0,0
2018-03-11,87,26,67,5,17,4,4,8,20,6,0,5,1,3,2,3,0,0,2,0,0
