fecha,Tumores [Neoplasias],Enfermedades del sistema respiratorio ,Enfermedades del sistema circulatorio ,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema genitourinario,"Enfermedades endocrinas, nutricionales y metabólicas",Causas externas de morbilidad y de mortalidad,Trastornos mentales y del comportamiento,COVID-19,Enfermedades del sistema nervioso central,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades de la piel y del tejido subcutáneo,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2019-09-15,83,50,97,8,29,3,6,9,17,12,0,10,0,0,1,2,0,0,0,0,0
2019-09-16,83,42,79,15,21,6,14,13,17,6,0,5,2,4,4,6,0,0,2,0,0
2019-09-17,78,49,88,9,16,5,5,8,24,11,0,8,6,1,0,1,0,0,3,0,0
2019-09-18,65,46,98,11,24,6,5,10,19,3,0,7,6,2,1,4,0,0,1,0,0
2019-09-19,72,40,95,8,22,4,9,13,35,7,0,12,3,1,1,1,0,0,1,0,0
2019-09-20,72,55,81,11,23,3,13,11,21,9,0,12,2,0,0,0,0,0,1,0,0
2019-09-21,69,58,91,6,28,8,9,9,24,2,0,17,1,3,0,6,0,0,2,0,0
2019-09-22,60,43,87,12,24,2,10,10,25,9,0,25,3,0,1,1,0,0,1,0,0
2019-09-23,99,51,89,7,26,8,9,12,31,6,0,14,6,1,1,1,0,0,1,0,0
2019-09-24,85,49,85,13,25,5,14,17,20,10,0,10,2,1,3,3,0,0,3,0,0
2019-09-25,67,56,84,11,27,11,12,14,20,4,0,13,3,0,0,0,0,0,2,0,0
2019-09-26,76,40,69,8,22,4,6,10,17,12,0,13,2,0,1,3,0,0,3,0,0
2019-09-27,66,46,75,15,15,4,12,12,17,11,0,16,2,1,2,3,0,0,2,0,0
2019-09-28,86,37,80,12,19,8,10,17,23,4,0,14,3,1,2,2,0,0,0,0,0
2019-09-29,71,42,90,13,26,7,4,10,31,10,0,16,5,3,3,3,0,0,3,0,0
2019-09-30,77,38,68,18,22,7,6,17,18,10,0,10,1,1,2,0,0,1,1,0,0
2019-10-01,71,32,84,7,29,5,17,15,24,6,0,8,1,1,5,3,0,0,1,0,0
2019-10-02,69,50,78,17,14,5,6,18,16,5,0,15,3,3,2,4,0,0,0,0,0
2019-10-03,66,45,85,13,22,8,3,9,15,3,0,9,2,3,2,1,0,0,3,0,0
2019-10-04,79,46,75,10,25,8,15,18,15,10,0,12,2,1,0,4,0,0,1,0,0
2019-10-05,65,52,80,7,24,10,16,9,23,9,0,11,1,1,0,3,0,0,2,0,0
2019-10-06,68,48,97,13,21,5,8,14,30,5,0,11,2,2,3,3,0,0,1,0,0
2019-10-07,83,44,69,14,24,10,14,13,18,10,0,15,2,3,1,1,0,0,2,0,0
2019-10-08,106,43,70,15,20,5,15,20,21,2,0,15,1,4,2,2,0,0,3,0,0
2019-10-09,86,44,69,11,27,6,6,11,21,10,0,13,0,2,3,1,0,0,7,0,0
2019-10-10,57,30,81,16,29,6,11,14,26,5,0,13,3,3,6,2,0,0,3,1,0
2019-10-11,60,33,67,9,19,6,9,12,19,8,0,5,1,3,0,1,0,0,2,0,0
2019-10-12,81,39,69,10,18,6,9,13,23,6,0,14,3,0,0,1,0,0,2,0,0
2019-10-13,58,41,65,16,20,8,16,11,26,4,0,9,2,0,2,5,0,0,3,0,0
2019-10-14,87,42,84,14,19,13,8,13,21,7,0,11,4,2,1,2,0,0,2,0,0
2019-10-15,84,47,84,5,20,6,9,7,14,6,0,2,2,2,3,5,0,0,3,0,0
2019-10-16,62,34,70,13,22,4,3,11,26,3,0,7,0,2,2,4,0,0,0,0,0
2019-10-17,65,50,76,10,22,6,8,15,18,4,0,9,3,2,2,4,0,0,1,0,0
2019-10-18,77,35,74,3,28,7,7,7,13,4,0,13,4,3,2,6,0,0,0,0,0
2019-10-19,67,33,93,12,21,4,5,13,22,11,0,12,3,1,1,0,0,0,0,0,0
2019-10-20,79,39,68,14,17,6,10,8,38,6,0,9,1,0,0,1,0,0,2,0,0
2019-10-21,68,46,79,11,15,2,12,9,23,5,0,11,4,1,0,3,0,0,1,0,0
2019-10-22,73,39,97,7,26,5,8,15,22,5,0,5,4,2,4,1,0,0,3,0,0
2019-10-23,78,41,76,2,28,7,8,12,16,4,0,13,3,3,1,2,0,0,1,0,0
2019-10-24,75,46,79,7,11,8,7,11,14,8,0,11,1,0,0,2,0,0,0,0,0
2019-10-25,64,33,70,10,14,4,6,12,19,3,0,6,1,0,1,5,0,0,4,0,0
2019-10-26,82,45,63,11,26,9,8,15,23,3,0,7,3,0,1,0,0,0,0,0,0
2019-10-27,87,48,62,10,26,1,14,7,23,3,0,7,3,3,1,1,0,0,1,0,0
2019-10-28,61,37,73,9,29,8,4,15,26,5,0,10,2,2,2,3,0,0,3,0,0
2019-10-29,96,39,70,9,15,7,19,9,29,2,0,7,2,0,2,5,0,0,3,0,0
2019-10-30,75,29,89,9,17,4,15,17,14,7,0,9,3,0,1,0,0,0,3,0,0
2019-10-31,79,33,85,12,15,5,12,7,21,8,0,9,1,1,2,4,0,0,1,0,0
2019-11-01,62,24,70,8,18,5,4,15,32,6,0,7,4,0,3,4,0,0,0,0,0
2019-11-02,73,30,82,14,24,9,9,12,16,9,0,12,4,1,1,1,0,0,0,0,0
2019-11-03,82,26,75,6,22,9,13,13,17,4,0,12,2,2,0,4,0,0,3,0,0
2019-11-04,68,32,58,7,19,6,8,9,24,9,0,5,0,1,2,1,0,0,2,0,0
2019-11-05,64,32,75,11,17,3,9,8,25,5,0,13,3,0,1,2,0,0,1,0,0
2019-11-06,70,39,86,5,20,5,9,10,19,5,0,12,1,1,1,2,0,0,1,0,0
2019-11-07,80,44,75,6,22,5,11,15,20,6,0,10,1,2,2,2,0,0,1,0,0
2019-11-08,84,42,78,8,21,10,12,11,24,7,0,7,2,0,1,4,0,0,2,0,0
2019-11-09,81,42,87,11,25,6,14,7,34,5,0,10,1,2,3,1,0,0,0,0,0
2019-11-10,78,30,70,6,20,7,13,11,27,4,0,11,2,3,1,2,0,0,4,0,0
2019-11-11,69,43,68,15,22,4,10,18,27,4,0,11,2,0,1,2,0,0,0,0,0
2019-11-12,61,38,72,12,22,5,8,7,19,12,0,17,2,2,1,2,0,0,0,0,0
2019-11-13,80,32,73,10,16,10,5,8,20,8,0,12,2,0,0,6,0,0,2,0,0
2019-11-14,72,37,69,9,25,5,8,7,17,5,0,10,0,1,4,2,0,0,2,0,0
2019-11-15,81,35,72,11,19,11,5,8,26,8,0,8,3,3,2,2,0,0,1,0,0
2019-11-16,68,27,73,12,21,5,11,16,22,11,0,10,2,1,3,2,0,0,2,0,0
2019-11-17,71,35,79,11,17,6,17,7,28,7,0,12,4,3,1,1,0,0,0,0,0
2019-11-18,76,28,75,10,23,9,6,10,16,9,0,8,3,2,1,2,0,0,0,1,0
2019-11-19,78,45,66,10,25,6,12,10,25,5,0,6,5,0,1,3,0,0,3,0,0
2019-11-20,74,42,72,18,22,4,12,9,33,5,0,11,3,3,1,2,0,0,3,0,0
2019-11-21,78,38,77,12,30,7,6,14,17,9,0,11,3,3,0,0,0,0,2,0,0
2019-11-22,73,27,80,5,18,7,8,13,21,4,0,9,0,0,1,2,0,0,4,0,0
2019-11-23,65,40,77,12,10,7,10,9,22,5,0,5,2,1,3,0,0,0,0,0,0
2019-11-24,63,40,66,7,16,10,7,8,22,8,0,8,1,1,1,2,0,0,3,0,0
2019-11-25,71,35,61,5,18,3,10,7,29,1,0,6,2,2,0,2,0,0,2,0,0
2019-11-26,79,26,69,8,15,7,13,9,21,10,0,5,2,2,1,3,0,0,0,0,0
2019-11-27,90,22,59,2,24,8,6,10,24,4,0,13,2,2,2,4,0,0,1,0,0
2019-11-28,81,24,67,12,22,6,9,11,28,2,0,6,0,2,7,1,0,0,2,0,0
2019-11-29,90,36,81,11,23,8,6,10,19,3,0,13,0,0,2,6,0,0,2,0,0
2019-11-30,67,36,68,9,15,7,3,15,37,6,0,10,4,0,3,2,0,0,1,0,0
2019-12-01,79,24,74,16,21,6,6,8,46,4,0,14,1,3,1,2,0,0,2,0,0
2019-12-02,69,31,90,6,23,5,7,3,22,7,0,6,1,1,2,2,0,0,1,0,0
2019-12-03,80,33,65,13,21,2,5,6,17,14,0,9,0,2,1,3,0,0,3,0,0
2019-12-04,81,36,70,6,16,4,11,11,21,6,0,11,1,1,2,2,0,0,0,0,1
2019-12-05,78,32,72,16,17,5,11,10,15,2,0,7,1,1,0,6,0,0,1,0,0
2019-12-06,77,32,52,12,18,8,10,12,21,7,0,9,1,0,2,1,0,0,2,0,0
2019-12-07,67,31,67,10,15,4,8,12,23,3,0,13,2,0,2,2,0,0,0,0,0
2019-12-08,57,28,64,8,18,2,9,11,36,5,0,9,1,0,1,1,0,0,1,0,0
2019-12-09,73,27,66,11,21,5,10,14,20,6,0,3,1,1,2,2,0,0,3,0,0
2019-12-10,60,37,58,8,12,6,15,6,52,2,0,10,1,2,1,3,0,0,4,0,0
2019-12-11,99,27,68,10,19,7,9,14,22,6,0,12,0,1,1,4,0,0,2,0,0
2019-12-12,79,27,70,6,24,5,9,14,19,3,0,14,0,1,1,2,0,0,0,0,0
2019-12-13,86,40,67,8,20,10,9,10,21,5,0,12,0,0,1,1,0,0,0,0,0
2019-12-14,59,27,56,7,22,6,10,4,22,6,0,6,3,3,2,2,0,0,2,0,0
2019-12-15,62,28,62,9,19,7,7,8,15,8,0,8,5,2,3,0,0,0,1,0,0
2019-12-16,67,36,54,12,28,5,15,13,19,5,0,7,2,3,1,4,0,0,0,0,0
2019-12-17,71,38,68,11,28,5,10,5,23,6,0,10,0,2,4,4,0,0,6,0,0
2019-12-18,81,27,70,4,19,4,8,12,13,6,0,11,3,2,5,1,0,0,0,0,0
2019-12-19,70,42,72,14,11,11,8,10,14,5,0,12,1,1,1,1,0,0,3,0,0
2019-12-20,72,31,59,11,18,5,11,9,21,8,0,11,3,3,1,4,0,0,1,0,0
2019-12-21,77,36,70,12,21,3,8,9,25,3,0,10,0,1,2,2,0,0,1,0,0
2019-12-22,69,30,69,7,17,7,7,10,28,7,0,14,4,1,2,2,0,0,3,0,0
2019-12-23,75,40,66,18,11,5,9,9,19,6,0,6,2,1,2,3,0,0,1,0,0
2019-12-24,92,32,58,11,24,9,4,8,17,7,0,14,1,1,5,1,0,0,2,0,0
2019-12-25,84,29,50,3,18,6,9,16,30,2,0,11,2,2,1,0,0,0,1,0,0
2019-12-26,70,36,72,4,15,7,11,12,11,3,0,11,3,1,1,3,0,0,1,0,0
2019-12-27,61,21,55,6,22,5,5,9,20,6,0,8,2,1,0,1,0,0,2,0,0
2019-12-28,54,25,43,5,25,6,4,13,18,10,0,10,0,3,0,0,0,0,2,0,0
2019-12-29,65,21,65,7,19,7,7,12,18,6,0,7,1,3,1,4,0,0,2,0,0
2019-12-30,65,29,69,11,14,7,8,4,29,10,0,8,1,1,3,3,0,0,1,0,0
2019-12-31,58,33,68,15,16,5,16,12,30,8,0,9,1,2,1,4,0,0,5,0,0
2020-01-01,78,36,77,11,16,8,12,6,52,4,0,9,2,3,2,1,0,0,0,0,0
2020-01-02,66,34,80,17,25,6,5,8,22,8,0,13,1,2,1,2,0,0,1,0,0
2020-01-03,84,35,81,8,30,6,18,9,26,5,0,15,1,1,1,3,0,0,1,0,0
2020-01-04,81,37,85,17,20,10,7,10,18,8,0,7,0,0,4,4,0,0,6,0,0
2020-01-05,68,42,79,6,19,4,15,12,22,4,0,12,0,0,0,1,0,0,1,0,0
2020-01-06,97,31,75,8,18,9,9,8,23,10,0,18,0,2,0,3,0,0,1,0,0
2020-01-07,85,34,61,7,17,6,10,15,15,13,0,8,0,2,2,2,1,0,0,0,0
2020-01-08,87,35,58,13,18,12,15,7,21,7,0,12,3,0,2,2,0,0,0,0,0
2020-01-09,71,35,67,10,28,8,8,13,19,2,0,12,4,0,4,3,0,0,3,0,0
2020-01-10,93,23,77,6,24,9,10,11,25,4,0,13,1,3,0,1,0,0,0,0,0
2020-01-11,88,38,57,9,22,11,10,13,26,6,0,13,3,3,1,3,0,0,2,0,0
2020-01-12,64,32,70,19,19,3,9,12,30,5,0,8,0,2,0,4,0,0,1,0,0
2020-01-13,71,46,83,14,15,4,11,12,25,7,0,9,4,2,2,3,0,0,4,0,0
2020-01-14,78,32,63,7,30,3,7,11,14,5,0,19,0,1,2,3,0,0,2,0,0
2020-01-15,95,34,66,11,18,11,12,7,22,5,0,10,2,3,1,2,0,0,1,0,0
2020-01-16,88,27,53,13,19,4,6,14,15,8,0,6,1,2,2,1,0,0,2,0,0
2020-01-17,89,30,69,10,16,2,12,10,35,10,0,16,4,0,0,3,0,0,3,0,0
2020-01-18,85,21,86,13,26,7,11,9,27,10,0,15,5,1,0,0,0,0,1,0,0
2020-01-19,70,26,67,14,19,7,9,10,31,5,0,14,1,2,3,3,0,0,2,0,0
2020-01-20,66,32,60,10,17,3,12,11,18,8,0,9,3,2,2,0,0,0,0,0,0
2020-01-21,83,32,63,8,17,9,10,9,28,5,0,22,1,3,2,2,0,0,3,0,0
2020-01-22,78,35,64,7,25,5,16,9,20,10,0,7,3,2,1,3,0,0,2,0,0
2020-01-23,76,25,57,11,21,8,14,11,22,5,0,12,2,1,2,3,0,0,1,0,0
2020-01-24,85,22,56,6,24,6,8,12,23,7,0,10,1,0,2,2,0,0,3,0,0
2020-01-25,77,34,72,12,21,7,10,8,22,12,0,10,2,0,1,4,0,0,2,0,0
2020-01-26,75,40,63,7,17,6,11,12,32,7,0,15,3,2,1,1,0,0,1,0,0
2020-01-27,74,33,80,15,33,6,15,7,19,6,0,13,3,1,1,3,0,0,4,1,0
2020-01-28,63,29,73,9,29,9,11,13,24,7,0,16,1,0,2,5,0,0,1,0,0
2020-01-29,77,41,65,14,17,8,7,8,18,4,0,8,2,1,5,3,0,0,0,0,0
2020-01-30,92,26,55,11,17,3,12,5,19,4,0,15,2,0,3,3,1,0,2,1,0
2020-01-31,73,43,64,12,20,7,13,4,24,4,0,6,2,2,0,4,0,0,1,0,0
2020-02-01,81,27,60,14,32,7,9,11,27,5,0,9,1,0,2,10,0,0,2,0,0
2020-02-02,58,18,57,13,23,8,8,9,28,5,0,8,0,0,0,2,0,0,2,0,0
2020-02-03,71,31,63,14,23,4,9,13,21,7,0,17,1,1,4,4,0,0,3,0,0
2020-02-04,99,32,56,8,20,5,8,12,15,5,0,9,0,2,1,4,0,0,0,0,0
2020-02-05,70,24,67,9,20,4,17,10,22,4,0,10,3,2,7,3,0,0,0,0,0
2020-02-06,66,36,66,3,19,9,7,14,18,4,0,11,0,2,2,4,0,0,3,0,0
2020-02-07,75,32,77,16,24,9,8,9,21,7,0,16,0,4,1,1,0,0,1,0,0
2020-02-08,72,37,47,10,14,5,17,16,31,3,0,10,0,2,0,2,0,0,1,0,0
2020-02-09,87,37,83,11,24,5,11,12,28,12,0,9,1,1,1,1,0,0,1,0,0
2020-02-10,82,29,63,9,26,4,10,5,23,6,0,12,2,2,0,2,0,0,0,0,0
2020-02-11,74,21,69,10,34,5,4,10,18,4,0,8,2,5,1,1,0,0,2,0,0
2020-02-12,72,19,62,10,16,12,14,11,19,5,0,12,1,3,1,1,0,0,0,0,0
2020-02-13,81,23,57,10,23,7,11,5,24,11,0,5,0,1,4,3,0,0,1,0,0
2020-02-14,77,27,64,11,21,7,7,9,12,3,0,3,0,0,3,3,0,0,1,0,0
2020-02-15,66,33,56,14,28,4,9,13,35,7,0,14,0,1,2,4,0,0,1,0,0
2020-02-16,87,32,69,9,33,6,5,13,24,4,0,16,2,0,1,3,0,0,1,0,0
2020-02-17,70,27,76,7,26,6,7,11,21,10,0,14,2,1,3,0,0,0,3,0,0
2020-02-18,72,27,70,5,22,9,18,10,20,6,0,9,4,3,1,2,0,0,1,0,0
2020-02-19,69,29,55,9,23,4,9,14,19,6,0,8,2,0,1,3,0,0,1,0,0
2020-02-20,74,29,73,8,22,3,8,13,21,5,0,12,2,1,2,2,0,0,1,0,0
2020-02-21,70,27,70,6,25,4,11,8,22,2,0,9,2,0,1,2,0,0,3,0,0
2020-02-22,65,41,75,8,10,7,10,6,40,6,0,13,0,1,0,0,0,0,1,0,0
2020-02-23,70,27,54,13,26,8,9,8,24,3,0,13,2,2,2,2,0,0,0,0,0
2020-02-24,56,29,63,7,20,7,9,10,22,4,0,11,4,3,0,2,0,0,2,0,0
2020-02-25,79,22,63,14,23,8,6,9,17,7,0,2,4,5,3,1,0,0,2,0,0
2020-02-26,89,29,52,7,17,4,8,7,21,5,0,8,1,3,3,4,0,0,0,0,0
2020-02-27,74,21,66,8,26,6,10,10,19,5,0,12,2,2,0,0,0,0,3,0,0
2020-02-28,79,20,56,9,30,4,14,10,19,4,0,8,3,2,2,3,0,0,2,0,0
2020-02-29,73,35,78,14,13,6,13,13,31,4,0,15,0,1,0,1,0,1,0,1,0
2020-03-01,71,37,57,4,22,9,12,10,36,7,0,11,2,0,2,5,0,0,1,0,0
2020-03-02,72,27,70,9,16,6,7,12,21,9,0,13,3,2,0,0,0,0,1,0,0
2020-03-03,65,29,73,8,20,5,6,8,12,3,0,8,1,1,5,1,0,0,3,0,0
2020-03-04,79,36,56,10,21,9,10,13,21,3,0,2,0,1,0,2,0,0,1,0,0
2020-03-05,80,36,60,9,19,3,5,9,19,6,0,15,2,1,1,1,0,0,2,0,0
2020-03-06,81,37,64,10,22,6,17,7,19,5,0,6,1,1,2,0,0,0,2,0,0
2020-03-07,76,23,56,9,21,3,7,10,26,4,0,7,1,4,2,0,0,0,4,1,0
2020-03-08,79,29,69,12,27,3,10,12,19,9,0,18,3,4,1,5,0,0,3,0,0
2020-03-09,61,28,60,13,15,7,14,14,27,5,0,9,5,1,2,3,0,0,1,0,0
2020-03-10,73,43,61,8,29,8,12,12,28,2,0,14,2,0,1,1,0,0,2,0,0
2020-03-11,76,33,52,7,30,3,15,11,15,8,0,12,2,3,0,2,0,0,1,0,0
2020-03-12,81,26,59,15,15,3,9,6,25,7,0,12,1,2,2,4,0,0,0,1,0
2020-03-13,78,37,61,9,35,10,10,8,25,6,0,8,0,0,1,3,0,0,1,0,0
2020-03-14,81,29,67,10,23,6,5,11,25,3,0,13,4,5,1,3,0,0,1,0,0
2020-03-15,64,24,62,8,16,8,8,10,33,3,1,6,1,2,0,3,0,0,0,0,0
2020-03-16,76,35,59,10,19,10,8,10,16,10,1,9,2,2,1,3,0,0,3,0,0
2020-03-17,77,27,66,7,29,11,12,9,33,4,0,13,3,4,0,1,0,0,1,0,0
2020-03-18,83,35,71,10,28,4,13,11,22,7,1,11,3,1,1,3,0,0,0,0,0
2020-03-19,73,33,75,10,28,4,9,10,21,9,1,9,3,2,4,2,0,0,4,0,0
2020-03-20,80,39,58,7,16,7,8,15,21,5,2,8,2,3,2,1,0,0,1,1,0
2020-03-21,73,33,62,11,18,8,14,9,22,7,2,6,2,2,3,3,0,0,0,0,0
2020-03-22,74,35,64,6,20,10,16,8,20,10,1,13,2,2,1,2,0,0,0,0,0
2020-03-23,91,25,62,15,21,7,10,9,21,3,1,14,1,0,2,2,0,0,1,0,0
2020-03-24,68,28,76,9,22,7,9,10,23,2,3,10,1,3,0,1,0,0,3,0,0
2020-03-25,75,40,77,8,21,9,13,12,18,7,2,7,4,3,0,2,0,0,3,0,0
2020-03-26,75,35,71,15,28,6,8,8,21,4,2,6,0,2,2,1,0,0,0,0,0
2020-03-27,82,41,66,9,22,7,7,14,15,3,5,8,1,1,0,8,0,0,0,0,0
2020-03-28,78,38,71,8,21,2,10,4,17,4,6,9,1,1,1,1,0,0,2,0,0
2020-03-29,74,35,75,8,22,5,7,13,18,7,6,11,6,1,0,1,0,0,1,0,0
2020-03-30,83,40,65,16,25,5,6,5,18,8,8,13,3,0,1,0,0,0,2,0,0
2020-03-31,72,41,68,9,22,5,10,13,10,5,7,9,1,2,3,4,0,0,1,0,0
2020-04-01,81,38,78,9,27,7,10,11,18,4,6,15,1,2,2,5,0,0,2,0,0
2020-04-02,81,28,64,6,27,8,5,11,19,4,10,10,1,0,3,1,0,0,0,0,0
2020-04-03,86,37,60,15,22,7,8,8,25,7,12,19,1,2,4,2,0,0,3,0,0
2020-04-04,73,38,84,7,18,4,15,6,19,5,14,18,2,3,2,2,0,0,0,0,0
2020-04-05,80,31,82,2,18,6,4,18,14,3,9,9,1,0,1,1,0,0,0,1,0
2020-04-06,89,32,68,10,18,7,10,8,13,5,14,5,2,1,2,0,0,0,1,0,0
2020-04-07,90,18,68,4,25,1,5,12,28,4,15,18,2,1,2,3,0,0,2,0,0
2020-04-08,57,22,82,10,26,6,15,10,15,4,16,13,4,0,6,1,0,0,0,0,0
2020-04-09,84,26,69,10,20,3,6,11,15,8,11,5,1,0,2,4,0,0,1,0,0
2020-04-10,52,33,85,6,23,11,13,10,19,10,12,17,1,2,2,0,0,0,0,0,0
2020-04-11,74,33,81,12,21,3,10,5,16,7,14,15,0,3,1,2,0,0,2,0,0
2020-04-12,62,30,70,11,32,3,5,15,15,4,7,8,0,3,0,2,0,0,0,0,0
2020-04-13,74,23,86,7,24,9,7,13,22,5,12,10,3,2,0,2,0,0,1,0,0
2020-04-14,75,37,74,11,15,5,7,9,19,10,15,10,0,4,5,1,0,0,1,0,0
2020-04-15,70,33,69,10,32,9,10,9,15,8,17,10,0,1,3,1,0,0,5,0,0
2020-04-16,63,30,57,17,31,9,11,11,20,7,12,11,3,1,5,0,0,0,1,0,0
2020-04-17,68,32,74,17,19,2,13,10,13,5,9,12,2,3,1,2,0,0,0,0,0
2020-04-18,67,34,73,13,21,4,11,10,20,9,14,7,2,1,1,3,0,0,2,0,0
2020-04-19,91,30,69,13,19,7,8,11,30,4,23,8,1,1,0,2,0,0,0,0,0
2020-04-20,73,35,79,11,29,7,7,5,23,6,15,10,1,2,1,2,0,0,3,0,0
2020-04-21,88,18,75,5,27,2,11,10,6,6,19,11,2,0,4,1,0,0,3,0,0
2020-04-22,80,36,74,6,22,3,10,13,21,6,15,11,3,1,1,1,0,0,3,0,0
2020-04-23,86,32,65,15,17,5,11,3,13,10,15,11,0,2,0,3,0,0,0,0,0
2020-04-24,79,29,61,11,18,5,3,22,27,3,16,7,3,1,1,1,0,0,5,0,0
2020-04-25,72,31,75,8,20,6,6,11,22,10,18,17,2,2,3,2,0,0,1,0,0
2020-04-26,85,19,53,8,20,5,12,15,30,11,20,15,2,3,0,4,0,0,0,0,0
2020-04-27,95,38,81,15,13,4,11,9,21,6,24,9,2,0,0,1,0,0,3,1,0
2020-04-28,88,28,52,9,16,8,11,21,19,4,25,8,1,0,2,3,0,0,2,0,0
2020-04-29,74,22,64,15,21,6,7,7,14,3,16,6,0,1,1,2,0,0,0,0,0
2020-04-30,78,22,84,15,12,8,12,14,18,5,20,10,0,0,1,9,0,0,1,0,0
2020-05-01,89,19,63,8,16,4,9,20,18,5,23,7,4,0,1,1,0,0,2,1,0
2020-05-02,68,11,89,4,22,5,10,15,24,3,19,11,2,4,0,1,0,0,0,0,0
2020-05-03,76,18,82,6,19,6,8,9,19,8,33,7,4,2,2,2,0,0,2,1,0
2020-05-04,79,39,86,11,23,7,9,12,21,9,21,14,1,3,2,0,0,0,1,0,0
2020-05-05,72,30,90,9,25,9,9,14,22,12,21,13,5,2,0,4,0,0,3,0,0
2020-05-06,77,29,80,5,19,11,10,11,24,7,31,9,1,1,2,5,1,0,0,1,0
2020-05-07,95,22,73,9,25,7,12,7,25,8,42,7,2,0,1,4,0,0,1,0,0
2020-05-08,69,19,77,14,23,7,9,12,29,11,34,9,1,2,2,4,1,0,3,0,0
2020-05-09,78,20,66,14,24,2,10,7,22,11,49,14,5,1,1,1,0,0,3,0,0
2020-05-10,81,39,67,12,19,4,11,12,25,6,48,13,1,1,1,2,0,0,2,0,0
2020-05-11,57,25,57,15,23,3,9,14,11,10,42,16,2,1,0,0,0,0,3,0,0
2020-05-12,73,19,68,10,14,7,8,9,23,5,43,11,2,1,2,1,0,0,2,0,0
2020-05-13,84,20,88,16,22,4,5,18,23,6,60,3,2,0,2,6,0,0,5,0,0
2020-05-14,71,29,93,12,28,5,6,14,18,6,69,13,2,0,0,3,0,0,3,1,0
2020-05-15,73,27,86,18,27,6,14,14,27,8,53,9,2,3,4,2,0,0,2,0,0
2020-05-16,80,34,64,12,25,3,13,13,22,6,82,10,1,1,0,3,0,0,0,0,0
2020-05-17,86,33,86,6,14,7,3,2,23,8,85,7,2,1,0,2,0,0,0,0,0
2020-05-18,57,26,78,12,28,4,10,10,21,8,97,8,2,1,2,4,0,0,3,0,0
2020-05-19,78,27,98,10,28,5,11,19,18,6,91,10,1,4,0,2,0,0,3,0,0
2020-05-20,73,34,84,10,22,4,17,8,16,4,106,11,3,2,2,4,0,0,0,1,0
2020-05-21,74,27,84,10,18,4,8,11,12,10,117,9,2,0,0,0,0,0,3,0,0
2020-05-22,78,29,87,20,17,8,9,14,21,7,113,9,3,3,4,5,0,0,2,0,0
2020-05-23,75,28,75,14,20,6,8,19,30,13,146,10,2,1,1,1,0,0,3,0,0
2020-05-24,74,34,86,10,29,3,6,20,18,7,162,15,2,0,3,2,0,0,1,0,0
2020-05-25,63,29,93,17,25,9,12,15,26,9,144,26,0,0,1,2,0,0,0,0,0
2020-05-26,76,35,88,16,23,6,8,19,26,6,167,10,1,0,2,1,0,0,2,0,0
2020-05-27,72,39,85,13,32,2,13,30,24,4,195,5,2,1,2,3,0,0,0,0,0
2020-05-28,75,30,75,11,20,6,10,14,11,10,171,14,0,0,1,3,0,0,2,0,0
2020-05-29,75,31,82,12,16,5,11,13,24,6,195,8,0,2,3,1,0,0,0,1,0
2020-05-30,67,34,82,14,12,6,12,22,21,6,196,7,2,3,1,3,0,0,2,0,0
2020-05-31,65,14,85,15,28,9,10,14,28,5,192,6,0,1,2,2,0,0,1,0,0
2020-06-01,74,43,93,26,19,7,13,25,13,8,218,15,1,1,1,2,0,0,2,0,0
2020-06-02,76,39,86,15,23,7,14,14,21,6,217,10,1,3,0,2,0,0,5,0,0
2020-06-03,81,29,85,13,26,7,13,20,24,7,241,11,0,2,0,4,0,0,0,0,0
2020-06-04,72,23,88,17,24,11,13,9,26,7,213,10,2,2,0,0,0,0,0,0,0
2020-06-05,74,22,90,14,22,2,7,16,14,6,244,15,3,2,2,3,0,0,3,0,0
2020-06-06,80,29,90,17,25,8,11,16,28,6,252,12,2,2,2,4,0,0,3,0,0
2020-06-07,72,37,123,23,13,8,7,13,21,4,234,13,4,0,5,4,0,0,0,0,0
2020-06-08,57,26,90,11,21,9,13,18,24,5,227,6,5,2,1,1,0,0,0,1,0
2020-06-09,67,31,95,23,15,6,17,19,17,7,267,9,3,3,1,1,0,0,3,1,0
2020-06-10,85,29,103,16,15,5,7,21,21,7,247,12,4,3,0,5,0,0,3,0,0
2020-06-11,77,39,86,18,18,5,10,16,29,11,254,12,1,2,2,2,0,0,1,0,0
2020-06-12,70,30,99,20,23,5,15,20,14,10,241,8,2,1,1,1,0,0,2,0,0
2020-06-13,76,23,98,15,17,1,10,16,20,2,254,12,2,2,2,4,1,0,0,0,0
2020-06-14,72,39,94,19,29,7,8,27,20,13,234,12,4,3,0,4,0,0,0,0,0
2020-06-15,72,27,86,6,24,5,8,19,17,14,264,13,1,2,3,3,0,0,0,1,0
2020-06-16,83,36,87,21,18,6,13,13,24,6,250,16,0,1,4,3,0,0,2,0,0
