fecha,Enfermedades del sistema circulatorio ,COVID-19,Enfermedades del sistema respiratorio ,Enfermedades del sistema nervioso central,Enfermedades del sistema digestivo,Trastornos mentales y del comportamiento,Causas externas de morbilidad y de mortalidad,Tumores [Neoplasias],"Enfermedades endocrinas, nutricionales y metabÃ³licas","SÃ­ntomas, signos y hallazgos anormales clÃ­nicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema genitourinario,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades de la piel y del tejido subcutÃ¡neo,"Malformaciones congÃ©nitas, deformidades y anomalÃ­as cromosÃ³micas","Enfermedades de la sangre y de los Ã³rganos hematopoyÃ©ticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del oÃ­do y de la apÃ³fisis mastoides,Enfermedades del ojo y sus anexos ,Ciertas afecciones originadas en el perÃ­odo perinatal,"Embarazo, parto y puerperio",CÃ³digos para propÃ³sitos especiales
2018-02-13,68,0,25,8,23,4,16,83,22,4,10,7,1,5,3,2,0,0,3,0,0
2018-02-14,79,0,21,14,19,4,23,79,8,3,7,6,2,1,1,1,0,0,5,0,0
2018-02-15,58,0,15,10,21,6,16,84,18,10,8,10,0,1,1,3,0,0,2,0,0
2018-02-16,59,0,16,12,31,5,27,79,14,3,7,3,1,4,1,4,0,0,1,0,0
2018-02-17,69,0,18,8,18,7,29,58,8,3,9,4,2,2,2,1,0,0,2,0,0
2018-02-18,74,0,21,12,23,5,23,72,14,8,7,7,2,1,3,3,0,0,2,0,0
2018-02-19,63,0,24,10,21,5,20,86,8,9,12,5,2,5,4,1,0,0,1,0,0
2018-02-20,69,0,28,10,17,2,15,65,8,6,4,2,1,3,3,1,0,0,5,0,0
2018-02-21,59,0,26,5,26,9,17,68,5,2,9,5,3,1,2,1,0,0,1,0,0
2018-02-22,70,0,27,7,26,2,21,88,9,8,11,3,1,1,2,4,0,0,2,0,0
2018-02-23,63,0,23,8,18,6,24,73,13,12,7,7,1,1,4,0,0,0,1,0,0
2018-02-24,59,0,27,7,16,6,26,68,10,1,12,7,3,5,0,0,0,0,0,0,0
2018-02-25,72,0,14,10,23,5,21,69,10,11,10,10,4,0,3,1,0,0,2,0,0
2018-02-26,75,0,24,3,15,2,17,80,15,5,12,7,0,3,1,1,0,0,2,0,0
2018-02-27,72,0,18,9,25,6,21,65,7,3,5,4,3,4,1,0,0,0,1,0,0
2018-02-28,54,0,33,4,23,4,16,85,11,2,10,7,1,2,2,2,0,0,1,0,0
2018-03-01,62,0,22,4,19,5,16,74,10,4,11,11,1,0,2,3,0,0,1,0,0
2018-03-02,54,0,32,8,21,2,13,73,16,7,8,5,2,2,2,2,0,0,0,0,0
2018-03-03,61,0,18,11,21,5,29,64,11,7,8,5,4,3,3,2,0,0,1,0,0
2018-03-04,75,0,28,8,19,6,29,73,5,7,10,3,1,5,3,1,0,0,1,0,0
2018-03-05,80,0,29,4,17,4,25,64,12,6,5,4,2,3,1,1,0,0,3,1,0
2018-03-06,61,0,16,7,19,6,19,79,7,11,10,5,1,0,1,2,0,0,1,0,0
2018-03-07,60,0,24,8,28,8,24,72,8,8,6,5,1,6,1,0,0,0,2,0,0
2018-03-08,70,0,27,13,29,6,25,85,13,8,11,4,4,3,2,4,0,0,2,0,0
2018-03-09,59,0,29,9,23,10,23,69,9,4,9,5,4,1,3,3,0,0,4,0,0
2018-03-10,67,0,34,15,23,4,17,87,8,3,4,7,2,0,0,0,0,0,3,0,0
2018-03-11,67,0,26,5,17,6,20,87,8,5,4,4,3,3,2,1,0,0,2,0,0
2018-03-12,68,0,17,10,17,8,15,68,8,4,10,5,2,0,1,2,0,0,1,0,0
2018-03-13,64,0,27,9,19,3,12,86,11,2,10,4,4,1,0,2,0,0,3,0,0
2018-03-14,50,0,14,4,24,10,24,80,13,5,14,6,2,2,0,0,0,0,2,0,0
2018-03-15,58,0,28,8,22,5,21,66,7,9,11,7,0,3,3,4,0,0,5,1,0
2018-03-16,58,0,28,11,23,6,21,67,10,9,9,2,1,5,1,0,0,0,3,0,0
2018-03-17,75,0,25,11,24,3,19,69,11,3,11,5,1,2,1,3,0,0,3,0,0
2018-03-18,66,0,24,16,20,2,30,79,8,3,11,3,2,0,3,0,0,0,2,0,0
2018-03-19,66,0,26,6,25,5,19,71,14,7,10,9,3,1,2,0,0,0,1,0,0
2018-03-20,73,0,24,13,27,6,13,76,17,4,5,5,4,1,0,1,0,0,3,0,0
2018-03-21,72,0,21,12,20,7,13,78,17,4,7,5,0,2,2,1,0,0,3,0,0
2018-03-22,65,0,23,14,14,6,17,77,6,7,8,2,4,0,1,5,0,0,3,0,0
2018-03-23,79,0,22,9,20,7,20,77,5,2,7,3,1,3,4,0,0,0,1,1,0
2018-03-24,56,0,27,8,18,8,26,64,8,5,6,5,1,2,0,1,0,0,2,0,0
2018-03-25,65,0,23,11,27,5,19,85,8,3,10,7,0,3,3,0,0,0,2,0,0
2018-03-26,86,0,26,9,21,8,12,77,7,6,9,6,1,1,1,3,0,0,1,1,0
2018-03-27,63,0,37,7,29,6,29,86,13,8,11,4,0,1,3,3,0,0,0,0,0
2018-03-28,65,0,29,13,24,7,14,92,17,4,8,11,2,0,1,4,0,0,4,0,0
2018-03-29,70,0,30,10,17,2,19,57,12,5,9,5,1,2,7,1,0,0,4,0,0
2018-03-30,69,0,25,14,21,9,22,85,14,5,9,4,2,2,2,2,0,0,3,0,0
2018-03-31,85,0,27,9,18,5,22,95,18,7,5,3,2,4,1,2,0,0,1,0,0
2018-04-01,68,0,31,5,19,4,19,68,8,8,10,3,1,2,3,0,0,0,1,1,0
2018-04-02,69,0,26,7,18,2,22,79,7,4,8,8,2,2,2,2,0,0,1,0,0
2018-04-03,64,0,31,17,14,7,23,75,9,4,20,5,1,4,1,0,0,0,0,0,0
2018-04-04,73,0,28,11,26,6,17,71,8,6,5,7,0,7,4,3,0,0,1,0,0
2018-04-05,65,0,16,12,25,5,9,68,9,5,7,5,1,1,4,1,0,0,0,0,0
2018-04-06,71,0,21,11,26,4,13,76,11,6,10,7,3,2,2,3,0,0,4,0,0
2018-04-07,84,0,40,12,23,4,29,84,11,11,8,6,3,2,6,1,0,0,3,0,0
2018-04-08,66,0,32,16,16,5,23,70,10,9,10,5,0,0,1,3,0,0,2,0,0
2018-04-09,66,0,20,16,28,8,24,79,10,4,9,2,1,1,4,5,0,0,2,0,0
2018-04-10,62,0,34,11,21,8,19,77,15,4,2,8,2,2,1,2,0,0,4,0,0
2018-04-11,69,0,35,11,28,7,18,86,9,7,7,1,1,5,0,1,0,0,3,2,0
2018-04-12,70,0,23,4,24,5,25,83,8,6,10,7,1,2,5,0,0,0,0,0,0
2018-04-13,93,0,33,10,23,8,18,57,9,8,10,9,0,0,6,2,0,0,1,0,0
2018-04-14,65,0,28,13,18,4,25,77,11,7,10,5,1,2,2,1,0,0,2,0,0
2018-04-15,78,0,22,14,15,2,24,69,10,9,10,7,3,1,1,1,0,0,1,0,0
2018-04-16,64,0,25,11,26,5,20,65,17,8,8,4,0,1,2,1,0,0,4,0,0
2018-04-17,56,0,26,13,16,3,22,68,9,4,13,4,0,2,1,3,0,0,0,1,0
2018-04-18,72,0,32,8,26,7,30,71,9,6,7,7,1,5,0,1,0,0,1,0,0
2018-04-19,75,0,33,7,22,10,26,79,5,4,9,7,2,1,5,2,0,0,1,0,0
2018-04-20,64,0,30,9,25,6,26,76,11,5,5,8,1,4,2,3,0,0,0,0,0
2018-04-21,79,0,35,11,23,2,27,73,12,4,8,9,3,2,0,3,0,0,1,1,0
2018-04-22,69,0,15,11,29,6,30,81,8,7,9,6,3,3,0,0,0,0,3,0,0
2018-04-23,64,0,36,10,18,4,14,68,13,9,8,2,0,3,2,0,0,0,2,0,0
2018-04-24,89,0,33,9,31,4,13,75,9,4,17,4,1,1,2,1,1,0,6,1,0
2018-04-25,69,0,18,8,15,2,14,78,8,8,12,10,0,2,6,3,0,0,1,0,0
2018-04-26,82,0,25,11,23,9,11,84,14,7,6,5,3,3,0,1,0,0,2,0,0
2018-04-27,75,0,21,11,29,7,20,63,11,9,14,4,0,1,2,2,0,0,4,0,0
2018-04-28,77,0,30,6,18,5,29,78,17,8,5,2,0,2,2,0,0,0,2,0,0
2018-04-29,60,0,25,9,24,5,28,80,7,7,5,9,1,2,4,2,0,0,1,0,0
2018-04-30,67,0,40,7,22,5,17,77,6,7,15,6,1,3,0,1,0,0,3,0,0
2018-05-01,73,0,29,14,23,6,25,85,12,2,13,9,2,3,1,3,0,0,5,0,0
2018-05-02,90,0,31,13,16,4,16,75,12,9,7,8,0,3,0,2,0,0,1,0,0
2018-05-03,69,0,25,7,33,5,15,72,13,6,3,6,3,1,3,0,0,0,4,0,0
2018-05-04,92,0,31,8,21,9,8,72,9,6,5,8,3,1,2,2,0,0,2,0,0
2018-05-05,88,0,34,9,23,6,21,78,12,7,9,5,1,0,1,1,0,0,4,0,0
2018-05-06,80,0,26,8,24,3,19,69,8,7,8,2,4,3,1,2,0,0,2,0,0
2018-05-07,59,0,29,11,21,6,18,71,6,2,3,2,0,1,2,1,0,0,4,1,0
2018-05-08,69,0,27,13,23,5,19,61,9,7,11,7,3,0,2,1,0,0,4,0,0
2018-05-09,55,0,40,8,20,5,23,72,7,5,6,2,2,0,1,0,0,0,1,0,0
2018-05-10,70,0,28,9,24,5,20,84,13,3,8,7,4,2,0,2,0,0,3,0,0
2018-05-11,82,0,27,11,15,3,10,80,12,3,7,6,0,2,3,2,0,0,1,1,0
2018-05-12,71,0,34,9,27,6,17,63,13,11,7,9,1,0,2,2,0,0,1,0,0
2018-05-13,76,0,31,13,21,7,27,92,15,7,5,0,1,4,1,1,0,0,0,1,0
2018-05-14,84,0,39,13,18,2,24,74,15,14,19,2,2,4,3,3,0,0,1,0,0
2018-05-15,57,0,38,16,28,7,17,83,10,7,8,5,0,1,3,1,0,0,3,0,0
2018-05-16,70,0,27,6,30,5,15,65,19,11,11,4,1,4,0,1,0,0,1,0,0
2018-05-17,69,0,27,13,19,4,22,79,5,5,12,6,1,1,4,2,0,0,3,0,0
2018-05-18,65,0,30,11,30,8,20,69,10,11,6,11,1,1,1,3,0,0,0,0,0
2018-05-19,90,0,37,13,20,4,25,65,10,6,8,6,1,2,1,1,0,0,3,0,0
2018-05-20,85,0,42,8,21,5,25,76,15,8,13,7,0,2,3,2,0,0,1,0,0
2018-05-21,83,0,28,15,22,2,22,75,18,6,8,7,1,1,0,2,0,0,0,0,0
2018-05-22,87,0,29,8,23,1,17,75,14,7,8,7,2,4,3,2,0,0,1,0,0
2018-05-23,96,0,42,6,19,6,18,97,9,4,16,10,2,5,0,1,0,0,0,1,0
2018-05-24,75,0,36,10,23,6,19,67,9,9,10,3,0,3,5,2,0,0,2,0,0
2018-05-25,86,0,24,18,24,5,19,88,8,6,7,10,1,5,2,1,0,0,0,0,0
2018-05-26,84,0,28,11,27,7,31,72,12,4,8,6,0,2,2,2,0,0,4,0,0
2018-05-27,95,0,32,7,27,10,22,76,7,8,4,3,1,1,3,1,0,0,1,0,0
2018-05-28,80,0,33,9,30,7,17,76,12,3,8,3,0,2,2,0,0,0,2,0,0
2018-05-29,74,0,34,9,25,9,11,66,13,5,7,9,1,6,3,2,0,0,2,0,0
2018-05-30,85,0,34,13,20,4,13,102,9,10,12,6,2,4,4,3,0,0,3,0,0
2018-05-31,86,0,41,10,25,7,27,84,10,6,12,0,1,1,4,3,0,0,2,0,0
2018-06-01,80,0,39,14,27,7,19,77,17,7,11,5,1,3,2,0,0,0,1,1,0
2018-06-02,84,0,39,16,14,5,24,80,12,8,11,5,1,0,2,3,0,0,3,0,0
2018-06-03,77,0,34,16,21,4,26,73,13,13,12,6,2,1,1,2,0,0,2,0,0
2018-06-04,91,0,46,15,22,8,17,72,9,9,8,12,2,1,3,2,0,0,3,0,0
2018-06-05,108,0,32,11,19,5,18,70,15,9,12,7,4,1,2,4,0,0,1,0,0
2018-06-06,103,0,42,16,21,5,22,91,23,13,19,8,1,4,4,1,0,0,3,0,0
2018-06-07,95,0,31,12,29,2,18,97,11,13,16,5,0,0,4,2,0,0,4,0,0
2018-06-08,99,0,41,14,19,13,16,73,19,8,13,5,3,4,3,3,0,0,4,0,0
2018-06-09,95,0,48,13,21,5,22,84,15,10,14,4,0,0,1,1,0,0,1,0,0
2018-06-10,115,0,35,19,25,1,20,86,11,6,11,7,1,3,1,1,0,0,3,0,0
2018-06-11,84,0,37,7,20,3,28,88,12,9,5,11,1,3,3,0,0,0,2,0,0
2018-06-12,85,0,44,10,25,7,20,88,15,16,10,9,1,1,3,1,0,0,1,0,0
2018-06-13,97,0,26,14,23,7,23,84,21,5,16,6,1,3,5,1,0,0,7,0,0
2018-06-14,119,0,37,21,21,9,21,96,25,6,13,11,0,3,2,1,0,0,4,0,0
2018-06-15,91,0,51,11,26,6,18,83,16,10,10,5,3,1,4,5,0,0,1,0,0
2018-06-16,98,0,43,11,16,9,24,100,12,8,9,8,4,3,4,3,0,0,1,1,0
2018-06-17,82,0,44,12,25,7,35,80,16,17,20,8,2,4,2,5,0,0,0,0,0
2018-06-18,86,0,46,13,21,9,23,84,14,7,6,8,3,0,1,3,0,0,3,0,0
2018-06-19,84,0,52,8,24,8,15,83,16,13,11,7,1,2,1,0,0,0,0,0,0
2018-06-20,73,0,37,16,26,7,19,69,15,7,12,6,4,3,8,5,0,0,1,0,0
2018-06-21,88,0,44,10,26,5,23,79,14,9,7,2,2,4,2,3,0,0,3,0,0
2018-06-22,74,0,40,12,32,9,17,79,14,8,14,3,2,4,2,1,0,0,1,0,0
2018-06-23,80,0,47,16,24,5,21,70,19,5,13,4,3,4,1,1,0,0,1,0,0
2018-06-24,106,0,33,15,27,10,30,75,14,10,7,8,0,3,0,2,0,0,0,0,0
2018-06-25,82,0,46,10,29,6,19,77,14,6,18,7,1,1,2,1,0,0,3,0,0
2018-06-26,99,0,54,8,25,13,15,93,14,10,9,2,2,6,3,3,0,0,1,0,0
2018-06-27,97,0,36,12,27,7,15,85,15,5,8,14,1,5,2,0,0,0,0,1,0
2018-06-28,82,0,39,14,24,7,20,72,19,10,12,5,4,4,1,0,0,0,4,0,0
2018-06-29,99,0,48,14,23,9,12,81,12,8,13,8,3,3,1,2,0,0,2,0,0
2018-06-30,111,0,48,7,29,3,24,78,12,5,12,5,0,5,4,4,0,0,2,0,0
2018-07-01,100,0,44,13,22,6,22,83,18,9,12,5,1,2,1,5,0,0,4,0,0
2018-07-02,85,0,46,12,28,8,29,65,11,3,8,10,3,3,2,1,0,1,0,1,0
2018-07-03,101,0,55,18,27,9,24,78,13,8,15,9,2,1,2,1,0,0,4,0,0
2018-07-04,87,0,35,19,17,7,25,84,13,7,14,4,0,5,2,1,0,0,4,0,0
2018-07-05,97,0,42,9,25,9,24,96,11,5,8,7,1,3,4,1,0,0,1,0,0
2018-07-06,83,0,45,8,19,4,20,73,22,15,12,8,0,2,3,2,0,0,3,0,0
2018-07-07,90,0,37,15,16,5,31,73,17,9,8,6,3,3,2,1,0,0,0,1,0
2018-07-08,90,0,47,10,28,5,29,84,15,6,13,10,4,2,2,0,0,0,5,0,0
2018-07-09,92,0,49,12,24,10,21,69,16,8,13,5,1,5,1,1,0,0,0,0,0
2018-07-10,90,0,30,18,29,5,17,66,18,8,10,7,1,6,4,0,0,0,1,0,0
2018-07-11,73,0,44,19,25,7,22,85,16,8,12,13,0,3,3,3,0,0,1,0,0
2018-07-12,91,0,40,11,34,3,14,76,17,9,6,13,1,1,4,3,0,0,1,0,0
2018-07-13,84,0,55,9,30,7,20,81,17,5,9,9,2,5,3,1,0,0,2,0,0
2018-07-14,77,0,51,8,22,7,22,71,9,8,11,6,3,2,3,2,0,0,1,0,0
2018-07-15,87,0,50,11,27,6,24,78,11,16,9,8,1,2,3,2,0,0,4,0,0
2018-07-16,91,0,48,16,19,4,23,82,13,8,9,8,1,2,1,3,0,0,2,0,0
2018-07-17,98,0,40,17,29,3,19,79,16,10,12,6,2,4,3,0,0,0,2,0,0
2018-07-18,77,0,53,6,20,7,21,81,13,4,10,5,0,4,2,2,0,0,3,0,0
2018-07-19,83,0,41,12,24,6,18,79,16,9,6,11,3,2,2,5,0,0,1,0,0
2018-07-20,81,0,57,14,29,5,14,73,17,5,7,14,4,2,2,1,0,0,4,1,0
2018-07-21,102,0,46,15,34,6,24,56,15,10,11,8,3,1,3,2,0,0,0,0,0
2018-07-22,106,0,34,16,25,11,22,91,21,14,11,9,3,3,3,2,0,0,1,0,0
2018-07-23,101,0,52,16,24,8,16,88,16,9,9,4,1,1,0,5,0,0,2,0,0
2018-07-24,110,0,51,13,20,8,25,81,22,11,5,7,2,4,1,2,0,0,2,0,0
2018-07-25,83,0,53,15,30,13,16,100,12,7,12,5,0,2,1,4,0,1,3,0,0
2018-07-26,111,0,44,15,17,9,15,92,20,9,11,4,2,4,1,3,0,0,2,1,0
2018-07-27,112,0,58,12,26,16,22,80,20,9,5,7,4,4,2,0,0,0,0,0,0
2018-07-28,99,0,49,13,15,7,27,71,16,9,9,4,2,5,4,3,0,0,2,0,0
2018-07-29,115,0,46,17,28,7,19,78,15,7,7,6,0,2,0,2,0,0,4,0,0
2018-07-30,97,0,55,19,36,10,28,81,15,12,14,9,3,3,0,2,0,0,1,0,0
2018-07-31,105,0,44,13,18,9,20,76,15,9,15,5,4,4,1,3,0,0,1,1,0
2018-08-01,115,0,39,15,22,8,25,77,17,9,8,4,2,2,2,6,0,0,2,0,0
2018-08-02,112,0,51,21,31,14,17,74,14,8,17,8,3,2,2,1,0,0,0,0,0
2018-08-03,107,0,41,12,32,12,17,75,7,10,14,6,4,6,3,1,0,0,2,0,0
2018-08-04,96,0,52,19,16,8,19,84,12,11,16,7,2,4,1,2,0,0,3,0,0
2018-08-05,89,0,67,13,21,15,31,68,14,9,10,10,7,1,1,2,0,0,0,0,0
2018-08-06,112,0,47,14,26,6,19,100,17,12,17,6,3,5,1,3,0,0,2,0,0
2018-08-07,84,0,55,7,22,13,19,82,20,9,12,7,0,2,2,0,0,0,2,0,0
2018-08-08,92,0,59,19,25,11,22,77,15,8,14,4,6,0,1,6,0,0,0,0,0
2018-08-09,98,0,48,18,26,9,21,77,13,7,9,9,3,4,1,1,0,0,2,1,0
2018-08-10,96,0,51,11,19,10,18,96,16,6,10,9,2,0,4,2,0,0,1,0,0
2018-08-11,84,0,44,11,18,3,21,96,14,11,8,6,2,3,2,5,0,0,3,0,0
2018-08-12,78,0,51,14,17,7,23,71,26,15,14,7,5,1,2,3,0,0,2,0,0
2018-08-13,112,0,53,15,16,7,21,73,14,5,9,9,4,1,3,2,0,0,1,0,0
2018-08-14,90,0,41,17,23,5,38,69,14,4,10,6,5,1,3,1,0,0,2,0,0
2018-08-15,95,0,54,17,17,4,15,85,7,11,10,6,0,0,1,0,0,0,3,0,0
2018-08-16,89,0,46,9,25,9,25,80,16,16,3,5,2,2,2,1,0,0,1,0,0
2018-08-17,76,0,41,16,24,11,16,82,18,8,10,7,5,5,3,1,0,0,4,0,0
2018-08-18,95,0,45,20,20,7,17,89,18,10,15,4,1,3,3,3,0,0,1,0,0
2018-08-19,80,0,45,12,16,8,22,77,10,7,7,7,0,1,2,1,0,0,3,0,0
2018-08-20,88,0,43,12,25,5,20,93,8,7,9,7,1,2,4,1,0,0,0,1,0
2018-08-21,89,0,43,10,20,7,16,87,21,11,6,3,3,2,3,3,0,0,2,0,0
2018-08-22,89,0,57,17,19,12,24,84,15,9,9,8,3,2,3,2,0,0,2,0,0
2018-08-23,82,0,49,17,18,10,29,75,15,4,9,5,4,4,2,2,0,0,0,0,0
2018-08-24,99,0,60,10,19,7,22,78,15,6,15,6,2,2,2,2,0,0,3,0,0
2018-08-25,91,0,45,14,19,7,24,95,14,8,12,10,3,0,1,1,0,0,2,1,0
2018-08-26,86,0,48,20,22,10,23,84,18,11,25,5,2,2,0,5,0,0,1,0,0
2018-08-27,85,0,54,13,20,10,17,87,11,5,7,12,0,3,2,0,0,0,2,0,0
2018-08-28,83,0,46,4,27,9,23,68,8,7,5,5,1,4,4,1,0,0,0,0,0
2018-08-29,104,0,41,9,24,9,15,80,19,7,7,9,1,3,0,2,0,0,3,0,0
2018-08-30,80,0,35,7,26,6,22,78,10,4,10,7,2,2,3,1,0,0,0,0,0
2018-08-31,88,0,51,10,26,12,19,67,12,6,12,4,0,4,2,1,0,0,4,0,0
2018-09-01,75,0,48,18,24,4,25,68,16,7,10,7,0,1,2,1,0,0,0,1,0
2018-09-02,90,0,42,13,12,13,17,68,15,10,10,5,3,0,3,2,0,0,2,1,0
2018-09-03,92,0,46,13,22,10,21,80,19,4,12,11,1,1,3,2,0,0,2,0,0
2018-09-04,76,0,45,11,19,10,17,84,14,7,18,9,2,1,2,1,0,0,4,0,0
2018-09-05,68,0,46,15,32,9,17,77,17,13,6,8,3,2,1,3,0,0,2,0,0
2018-09-06,77,0,44,14,21,5,14,80,13,7,11,4,3,3,6,1,0,0,6,0,0
2018-09-07,82,0,41,10,18,7,15,79,20,6,5,4,5,3,2,5,0,0,1,1,0
2018-09-08,76,0,43,10,24,8,21,97,10,4,6,8,3,0,1,0,0,0,5,0,0
2018-09-09,92,0,40,12,24,6,20,85,16,11,6,7,3,4,3,3,0,0,0,0,0
2018-09-10,81,0,52,16,18,4,17,70,13,2,8,7,2,2,1,2,0,0,1,0,0
2018-09-11,66,0,41,12,29,6,24,87,16,6,3,6,0,1,1,4,0,0,4,0,0
2018-09-12,63,0,47,17,23,5,22,69,11,4,7,6,0,2,4,2,0,0,0,0,0
2018-09-13,92,0,42,12,22,4,19,75,11,6,9,7,1,1,2,1,0,0,3,0,0
2018-09-14,82,0,41,7,17,11,29,68,15,4,5,9,6,4,5,1,0,0,2,0,0
2018-09-15,86,0,38,9,18,4,28,82,11,4,12,6,2,6,1,2,0,0,3,0,0
2018-09-16,84,0,38,6,28,4,26,91,12,11,15,5,1,1,2,2,0,0,5,2,0
2018-09-17,88,0,34,12,25,14,24,78,11,7,9,12,2,1,2,0,0,0,4,0,0
2018-09-18,88,0,47,14,26,10,35,64,13,14,7,7,3,2,1,2,0,0,1,1,0
2018-09-19,85,0,42,13,22,7,24,82,7,7,13,5,2,1,3,2,0,0,4,0,0
2018-09-20,85,0,41,13,20,5,24,71,14,12,8,13,1,3,2,2,0,0,0,0,0
2018-09-21,89,0,24,9,28,5,20,70,16,9,10,8,1,1,2,3,0,0,1,1,0
2018-09-22,73,0,56,14,25,15,23,87,16,5,11,2,2,5,1,1,0,0,1,0,0
2018-09-23,76,0,37,10,30,6,19,65,16,6,12,7,1,3,4,2,0,0,1,0,0
2018-09-24,74,0,44,6,19,6,14,66,14,5,13,11,3,0,2,3,0,0,1,0,0
2018-09-25,74,0,34,11,25,9,15,60,10,4,12,5,0,4,3,0,0,0,4,0,0
2018-09-26,72,0,45,13,24,5,21,75,18,4,15,7,4,4,3,1,0,0,2,0,0
2018-09-27,77,0,38,14,23,12,24,80,10,7,17,5,2,2,1,3,0,0,2,0,0
2018-09-28,82,0,34,8,29,12,11,69,11,5,9,6,1,2,2,0,0,0,3,0,0
2018-09-29,87,0,36,12,20,3,24,70,15,5,9,5,1,4,1,1,0,0,5,0,0
2018-09-30,82,0,26,13,18,7,28,68,14,2,3,10,1,6,1,1,0,0,3,0,0
2018-10-01,91,0,34,21,17,3,17,65,13,2,11,9,2,2,1,2,0,0,3,0,0
2018-10-02,82,0,41,10,16,8,18,78,11,9,11,5,2,0,2,4,0,0,1,0,0
2018-10-03,73,0,43,6,16,7,16,72,19,7,14,8,0,4,3,2,0,0,1,0,0
2018-10-04,90,0,41,18,31,6,15,64,12,9,13,8,3,2,0,2,0,0,3,0,0
2018-10-05,67,0,42,16,22,8,17,70,8,7,8,3,0,8,0,2,0,0,2,0,0
2018-10-06,97,0,37,15,19,7,15,68,8,5,11,5,0,2,4,2,0,0,2,0,0
2018-10-07,74,0,33,11,23,11,30,65,11,4,10,6,1,0,3,0,0,0,0,0,0
2018-10-08,83,0,33,14,17,5,15,57,14,7,7,5,1,4,1,1,0,0,3,0,0
2018-10-09,87,0,36,12,15,4,12,82,11,4,6,10,1,3,4,0,0,0,2,0,0
2018-10-10,81,0,34,14,19,5,14,64,5,8,7,10,3,0,4,3,0,0,2,0,0
2018-10-11,90,0,29,15,24,3,18,71,11,8,8,8,1,4,1,2,0,0,3,0,0
2018-10-12,85,0,22,11,20,3,16,77,8,9,7,6,1,1,2,2,0,0,2,0,0
2018-10-13,68,0,29,11,25,5,27,76,9,13,7,11,4,0,2,1,0,0,2,0,0
2018-10-14,86,0,40,12,29,7,25,67,8,2,14,2,1,0,3,2,0,0,1,0,0
2018-10-15,81,0,32,8,17,6,20,71,8,9,12,6,5,4,2,2,0,0,2,0,0
2018-10-16,71,0,37,8,22,6,21,75,17,7,8,9,3,3,1,2,0,0,1,0,0
2018-10-17,74,0,36,7,22,6,14,65,7,8,7,4,5,2,2,3,0,0,0,0,0
2018-10-18,70,0,25,15,17,3,20,76,9,5,6,5,3,2,2,1,0,0,2,0,0
2018-10-19,70,0,28,17,13,5,22,87,12,11,7,4,0,2,1,2,0,0,4,0,0
2018-10-20,76,0,23,11,27,10,21,84,11,10,7,5,1,3,6,3,0,0,2,0,0
2018-10-21,84,0,31,13,19,10,28,79,18,7,13,7,2,3,2,3,0,0,1,0,0
2018-10-22,73,0,32,8,19,8,25,74,11,3,12,6,1,1,2,1,0,0,3,0,0
2018-10-23,77,0,26,15,26,8,16,79,18,3,8,3,1,2,4,0,0,0,0,0,0
2018-10-24,89,0,41,11,23,6,25,85,14,3,7,9,3,2,1,4,0,0,1,0,0
2018-10-25,74,0,32,14,19,9,20,77,9,7,6,3,1,0,1,0,0,0,2,0,0
2018-10-26,65,0,28,14,15,7,22,74,12,6,12,8,2,3,0,1,0,0,0,0,0
2018-10-27,73,0,30,11,17,10,21,78,12,9,7,7,2,2,2,0,0,0,2,0,0
2018-10-28,94,0,42,11,23,4,21,76,10,6,8,11,2,1,2,1,0,0,3,0,0
2018-10-29,77,0,29,6,16,8,24,79,15,11,10,7,1,2,4,5,0,0,1,0,0
2018-10-30,70,0,37,9,16,5,12,63,11,9,9,3,1,2,2,0,0,0,3,1,0
2018-10-31,82,0,35,11,15,5,20,83,5,5,8,7,6,2,2,2,0,0,2,0,0
2018-11-01,79,0,28,11,18,6,18,77,7,8,10,3,2,3,2,1,0,0,1,0,0
2018-11-02,75,0,28,16,14,7,21,59,10,7,7,5,1,4,0,2,0,0,1,1,0
2018-11-03,88,0,29,9,19,3,26,65,12,2,9,6,0,1,3,1,0,0,1,0,0
2018-11-04,82,0,38,20,17,8,19,68,11,5,17,7,0,1,0,0,0,0,5,0,0
2018-11-05,69,0,26,12,14,7,19,72,16,13,7,4,5,2,2,0,0,0,3,0,0
2018-11-06,81,0,29,14,25,6,22,71,17,5,10,6,1,2,2,3,0,0,2,0,0
2018-11-07,91,0,25,17,27,5,24,82,15,5,11,4,1,4,1,1,0,0,4,0,0
2018-11-08,58,0,23,17,23,10,25,67,16,11,10,11,1,1,2,0,0,0,3,0,0
2018-11-09,64,0,31,9,25,5,22,79,9,3,6,8,2,1,4,0,0,0,4,0,0
2018-11-10,76,0,30,21,22,5,23,70,11,5,4,6,2,3,1,1,0,0,3,0,0
2018-11-11,61,0,17,7,13,3,17,79,10,7,12,10,1,5,0,1,0,0,1,0,0
2018-11-12,71,0,39,15,17,3,12,77,9,7,5,3,0,3,4,0,0,0,3,0,0
2018-11-13,87,0,27,11,20,9,17,63,14,9,6,8,3,1,0,0,0,0,2,1,0
2018-11-14,86,0,37,16,17,3,16,81,10,11,4,5,1,3,3,1,0,0,2,0,0
