fecha,Enfermedades del sistema circulatorio ,COVID-19,Enfermedades del sistema respiratorio ,Enfermedades del sistema nervioso central,Enfermedades del sistema digestivo,Trastornos mentales y del comportamiento,Causas externas de morbilidad y de mortalidad,Tumores [Neoplasias],"Enfermedades endocrinas, nutricionales y metabÃ³licas","SÃ­ntomas, signos y hallazgos anormales clÃ­nicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema genitourinario,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades de la piel y del tejido subcutÃ¡neo,"Malformaciones congÃ©nitas, deformidades y anomalÃ­as cromosÃ³micas","Enfermedades de la sangre y de los Ã³rganos hematopoyÃ©ticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del oÃ­do y de la apÃ³fisis mastoides,Enfermedades del ojo y sus anexos ,Ciertas afecciones originadas en el perÃ­odo perinatal,"Embarazo, parto y puerperio",CÃ³digos para propÃ³sitos especiales
2017-05-14,76,0,29,11,23,4,29,85,11,5,9,8,4,1,4,2,0,0,3,0,0
2017-05-15,64,0,21,12,26,6,18,72,13,8,7,7,1,3,2,3,0,0,1,2,0
2017-05-16,107,0,23,7,29,7,16,88,16,6,12,2,3,4,2,0,0,0,1,0,0
2017-05-17,59,0,30,11,13,4,25,74,14,6,10,5,1,4,2,0,0,0,2,0,0
2017-05-18,82,0,23,13,29,2,12,83,21,4,7,5,2,1,1,0,0,0,2,0,0
2017-05-19,80,0,27,10,20,8,17,59,16,3,7,4,1,2,2,3,0,0,1,0,0
2017-05-20,86,0,30,9,23,6,21,92,9,6,9,4,4,0,2,0,0,0,1,0,0
2017-05-21,99,0,37,7,31,4,20,82,18,4,14,3,4,2,1,2,0,0,1,0,0
2017-05-22,94,0,36,5,28,4,24,79,19,14,7,7,1,1,1,2,0,0,1,0,0
2017-05-23,73,0,42,10,20,9,22,90,21,7,16,7,0,3,0,1,0,0,1,0,0
2017-05-24,105,0,41,19,18,3,19,62,17,6,7,10,1,2,2,3,0,0,2,1,0
2017-05-25,67,0,38,16,30,3,20,61,18,9,11,3,2,1,2,1,0,0,5,0,0
2017-05-26,97,0,34,12,25,5,20,71,19,6,11,6,1,0,2,0,0,0,1,0,0
2017-05-27,82,0,39,6,22,5,20,68,31,8,15,4,2,2,2,0,0,0,1,0,0
2017-05-28,110,0,19,19,28,9,30,70,20,11,7,10,0,4,2,1,0,0,3,0,0
2017-05-29,101,0,31,11,26,6,21,95,21,9,12,6,4,1,2,1,0,0,1,0,0
2017-05-30,86,0,31,16,27,6,23,73,17,6,6,7,1,3,0,3,0,0,1,1,0
2017-05-31,102,0,32,14,22,6,16,77,22,10,15,8,2,3,2,2,0,0,2,0,0
2017-06-01,79,0,40,16,21,5,12,86,20,11,11,7,4,2,3,1,0,0,1,0,0
2017-06-02,78,0,27,15,22,1,19,83,16,12,6,4,4,1,1,1,0,0,1,0,0
2017-06-03,110,0,45,14,19,3,18,99,24,7,20,9,5,2,1,0,0,0,0,0,0
2017-06-04,108,0,38,12,30,3,22,83,21,14,14,4,4,1,2,2,0,0,1,1,0
2017-06-05,81,0,52,8,16,6,21,75,21,5,13,11,3,0,2,2,0,0,2,0,0
2017-06-06,93,0,42,11,30,7,11,71,22,6,18,1,3,1,1,0,0,0,2,0,0
2017-06-07,86,0,38,11,19,9,15,77,23,13,12,3,2,5,3,3,0,0,1,0,0
2017-06-08,113,0,48,18,27,6,22,71,24,10,7,11,0,2,4,4,0,0,2,0,0
2017-06-09,87,0,44,15,22,4,18,86,20,7,12,6,3,2,4,1,1,0,3,0,0
2017-06-10,90,0,50,19,22,7,28,78,21,8,18,8,4,1,4,2,0,0,0,0,0
2017-06-11,94,0,57,13,23,9,19,83,16,12,16,6,3,0,2,0,0,0,2,0,0
2017-06-12,106,0,47,18,31,12,35,62,24,6,12,7,2,0,7,1,0,0,1,0,0
2017-06-13,94,0,48,13,30,6,23,94,20,13,12,8,1,2,0,2,0,0,1,0,0
2017-06-14,94,0,46,14,24,7,23,82,31,10,13,8,1,2,4,4,0,0,4,0,0
2017-06-15,98,0,51,11,33,13,20,107,22,11,12,11,4,3,4,0,0,0,5,0,0
2017-06-16,102,0,58,16,26,8,21,87,13,15,14,12,5,0,2,2,0,0,4,0,0
2017-06-17,104,0,49,17,26,8,28,69,22,13,11,10,5,3,3,2,0,0,1,0,0
2017-06-18,106,0,42,19,32,10,28,69,24,18,15,7,1,1,0,2,0,0,0,0,0
2017-06-19,95,0,58,13,22,7,20,64,21,6,20,8,0,2,5,1,0,0,1,0,0
2017-06-20,124,0,56,20,37,9,15,89,24,14,13,8,2,4,1,1,0,0,1,0,0
2017-06-21,96,0,47,18,34,7,18,105,20,9,6,9,0,2,2,1,0,0,1,0,0
2017-06-22,107,0,50,15,17,10,20,80,28,18,19,15,4,0,3,3,0,0,3,0,0
2017-06-23,106,0,51,21,37,7,24,77,16,6,13,3,1,4,3,4,0,0,2,0,0
2017-06-24,105,0,56,13,26,8,20,86,13,13,18,7,5,3,4,0,0,0,0,0,0
2017-06-25,110,0,54,10,26,8,17,80,17,9,12,7,4,0,0,4,0,0,1,0,0
2017-06-26,107,0,61,12,22,6,26,69,25,10,18,10,1,1,5,1,0,0,2,0,0
2017-06-27,104,0,56,15,21,13,21,86,31,11,12,9,2,5,2,2,0,0,3,0,0
2017-06-28,97,0,53,13,22,5,12,81,27,9,17,4,2,3,0,1,0,0,1,1,0
2017-06-29,107,0,50,14,25,7,24,70,21,13,10,6,2,3,6,1,0,0,1,0,0
2017-06-30,98,0,44,12,25,4,21,73,21,10,15,13,2,3,0,0,0,0,5,0,0
2017-07-01,90,0,58,11,22,4,25,74,22,7,16,6,6,1,1,3,0,0,3,0,0
2017-07-02,99,0,50,9,23,5,28,62,28,17,11,6,2,4,1,1,0,0,8,1,0
2017-07-03,105,0,41,13,24,7,22,79,28,6,13,6,0,0,3,3,0,0,1,0,0
2017-07-04,78,0,55,14,21,11,16,71,22,4,7,5,1,2,4,4,0,0,1,0,0
2017-07-05,82,0,38,13,24,8,17,86,25,9,15,9,1,2,1,0,0,0,3,0,0
2017-07-06,101,0,48,13,28,6,19,64,25,6,7,8,3,1,4,3,0,0,3,0,0
2017-07-07,95,0,56,15,22,4,21,75,18,9,14,8,3,5,2,0,0,0,1,0,0
2017-07-08,96,0,59,17,21,5,25,76,25,13,11,3,1,0,4,3,0,0,2,0,0
2017-07-09,104,0,50,10,18,3,30,71,23,8,8,6,2,2,2,1,0,0,1,0,0
2017-07-10,103,0,47,16,22,8,21,83,19,7,8,6,1,1,2,3,0,0,3,1,0
2017-07-11,92,0,53,13,21,4,15,61,19,11,13,7,1,0,4,2,0,0,5,0,0
2017-07-12,107,0,38,12,22,1,13,74,13,8,13,5,1,1,4,3,0,0,2,0,0
2017-07-13,105,0,48,9,23,6,17,70,19,6,13,6,4,1,8,2,0,0,4,0,0
2017-07-14,78,0,40,14,22,13,23,80,23,9,11,7,1,5,2,1,0,0,3,0,0
2017-07-15,93,0,33,12,17,8,20,75,22,14,10,6,0,1,3,1,0,0,2,0,0
2017-07-16,96,0,44,19,16,6,20,73,25,10,16,1,0,0,3,2,0,0,1,0,0
2017-07-17,115,0,49,8,24,9,25,77,22,15,15,7,3,2,1,2,0,0,5,0,0
2017-07-18,112,0,44,17,23,10,16,90,25,13,15,9,1,3,3,1,0,0,2,0,0
2017-07-19,76,0,46,16,30,11,23,81,13,12,10,10,0,5,6,3,0,0,1,1,0
2017-07-20,92,0,45,13,19,9,19,77,18,5,9,10,3,1,3,2,0,0,1,1,0
2017-07-21,96,0,47,11,25,8,20,71,22,4,12,12,1,2,0,2,0,0,1,0,0
2017-07-22,88,0,43,5,24,4,14,81,19,6,12,3,1,3,3,3,0,0,6,0,0
2017-07-23,103,0,31,10,26,3,26,77,23,15,5,9,1,1,1,4,0,0,1,0,0
2017-07-24,101,0,48,14,26,3,18,62,18,9,15,3,3,3,2,2,0,0,1,0,0
2017-07-25,91,0,35,19,27,3,19,73,18,7,14,5,5,2,4,1,0,0,1,0,0
2017-07-26,86,0,40,14,31,7,14,70,24,6,14,11,2,2,6,3,0,0,0,0,0
2017-07-27,86,0,42,18,28,4,13,76,27,10,9,7,3,1,0,1,0,0,4,0,0
2017-07-28,87,0,43,18,35,5,19,86,16,10,11,8,3,3,5,2,0,0,2,0,0
2017-07-29,97,0,35,14,22,3,25,80,20,8,13,7,5,4,2,3,0,0,3,0,0
2017-07-30,82,0,39,15,34,8,22,80,22,9,12,8,2,2,0,0,0,0,2,0,0
2017-07-31,81,0,46,9,22,7,22,79,24,8,13,7,1,1,1,2,0,0,2,0,0
2017-08-01,91,0,39,10,27,7,15,80,17,9,9,5,4,1,0,5,0,0,1,0,0
2017-08-02,90,0,37,8,26,10,24,84,22,6,10,9,4,2,3,3,0,0,1,0,0
2017-08-03,100,0,34,8,28,6,23,76,24,14,12,14,0,2,5,1,0,0,0,0,0
2017-08-04,108,0,31,13,14,6,15,71,16,8,9,5,2,3,4,0,0,0,3,0,0
2017-08-05,88,0,41,12,31,9,19,69,18,8,11,6,5,3,1,3,0,0,4,0,0
2017-08-06,84,0,31,12,28,5,32,74,17,10,16,9,1,1,1,0,0,0,1,0,0
2017-08-07,103,0,47,10,23,6,15,72,22,8,15,6,0,2,4,2,0,0,4,2,0
2017-08-08,95,0,23,16,21,6,9,72,9,5,13,11,2,3,3,0,0,0,3,0,0
2017-08-09,115,0,38,14,17,5,22,74,17,5,8,8,1,2,0,4,0,0,2,0,0
2017-08-10,75,0,44,12,15,9,19,71,16,9,15,2,1,4,2,2,0,0,2,0,0
2017-08-11,87,0,28,4,16,4,21,73,25,11,10,3,1,2,4,1,0,0,2,0,0
2017-08-12,87,0,34,11,26,5,34,81,15,9,12,4,0,0,2,2,0,0,2,0,0
2017-08-13,91,0,49,12,25,8,25,63,13,10,7,5,3,3,3,1,0,0,2,0,0
2017-08-14,91,0,32,13,24,7,23,59,19,15,16,7,2,1,6,2,0,0,2,0,0
2017-08-15,92,0,34,12,21,6,20,72,14,9,10,5,1,2,6,1,0,0,2,1,0
2017-08-16,83,0,36,6,19,6,25,65,21,10,11,4,2,2,6,1,0,0,0,0,0
2017-08-17,81,0,45,11,18,6,20,86,22,9,11,8,3,2,1,0,0,0,4,0,0
2017-08-18,92,0,45,8,20,7,14,76,23,9,12,7,1,1,3,3,0,0,6,0,0
2017-08-19,96,0,42,9,23,2,24,79,15,7,6,4,2,2,2,2,0,0,1,0,0
2017-08-20,74,0,43,10,16,6,17,78,13,4,6,5,4,2,2,1,0,0,0,0,0
2017-08-21,98,0,43,14,16,8,18,70,17,7,14,6,4,2,2,0,0,0,2,0,0
2017-08-22,93,0,24,7,25,9,14,68,17,13,17,8,0,4,4,1,0,0,0,1,0
2017-08-23,76,0,30,15,15,7,20,67,19,9,13,9,1,6,0,0,0,0,4,0,0
2017-08-24,92,0,30,10,23,6,23,65,15,11,5,6,0,1,4,1,0,0,4,0,0
2017-08-25,83,0,41,8,23,5,13,62,20,6,13,9,3,3,1,2,0,0,1,0,0
2017-08-26,96,0,28,10,23,3,28,71,16,3,9,5,2,2,1,3,0,0,0,0,0
2017-08-27,88,0,39,11,22,3,28,81,13,10,9,5,2,2,1,1,0,0,1,0,0
2017-08-28,82,0,24,7,24,5,23,82,14,9,10,9,2,2,2,2,0,0,3,0,0
2017-08-29,92,0,41,14,16,4,25,65,17,6,15,8,1,1,2,0,0,0,0,1,0
2017-08-30,113,0,38,13,17,6,25,74,12,8,15,2,3,2,2,1,0,0,3,0,0
2017-08-31,70,0,38,18,18,5,18,77,24,8,5,6,1,1,2,1,0,0,1,0,0
2017-09-01,81,0,44,11,11,6,14,83,16,9,9,8,2,3,2,2,0,0,1,1,0
2017-09-02,79,0,39,10,23,7,30,65,18,4,10,5,2,2,1,0,0,0,2,0,0
2017-09-03,96,0,30,14,13,3,24,81,18,14,9,3,3,1,0,2,0,0,2,0,0
2017-09-04,84,0,34,17,15,11,21,73,19,5,13,9,2,2,3,0,0,0,0,0,0
2017-09-05,76,0,29,12,16,4,15,75,17,5,17,5,2,4,2,2,0,0,1,0,0
2017-09-06,79,0,36,17,16,8,21,67,14,9,10,9,4,1,0,1,0,0,2,0,0
2017-09-07,79,0,32,10,21,5,20,81,18,1,13,3,0,4,5,0,0,0,1,0,0
2017-09-08,71,0,37,9,17,7,21,91,21,6,10,3,0,0,1,2,0,0,2,0,0
2017-09-09,95,0,27,10,25,4,22,87,16,9,12,6,1,1,2,3,0,0,4,0,0
2017-09-10,95,0,24,11,20,9,28,78,16,7,5,4,1,1,2,2,0,0,4,0,0
2017-09-11,84,0,36,15,20,8,16,73,17,10,8,8,2,2,0,2,0,0,1,0,0
2017-09-12,94,0,35,17,20,4,31,78,24,5,10,5,3,2,1,1,0,0,2,0,0
2017-09-13,72,0,31,16,23,6,19,73,14,5,16,6,0,4,3,2,0,0,1,0,0
2017-09-14,98,0,22,12,23,1,14,89,16,15,8,4,1,3,5,1,0,0,4,0,0
2017-09-15,86,0,28,13,16,4,16,89,15,9,13,6,1,1,1,3,0,0,1,0,0
2017-09-16,83,0,40,17,16,6,29,84,16,3,14,6,4,2,3,0,0,0,1,0,0
2017-09-17,96,0,26,9,15,8,25,79,25,7,10,5,1,2,5,1,0,0,0,0,0
2017-09-18,96,0,27,9,18,5,21,89,26,10,11,10,4,3,1,3,0,0,3,1,0
2017-09-19,106,0,28,18,25,10,31,61,17,10,12,5,1,2,0,1,0,0,0,0,0
2017-09-20,95,0,26,11,24,6,23,73,19,8,10,6,0,3,5,2,0,0,1,1,0
2017-09-21,91,0,37,12,25,6,14,93,16,9,10,6,0,1,2,5,0,0,4,0,0
2017-09-22,106,0,39,14,22,6,22,82,15,8,5,8,3,3,5,1,0,0,4,2,0
2017-09-23,87,0,37,10,18,3,21,86,17,7,5,10,1,3,2,1,0,0,1,0,0
2017-09-24,89,0,29,15,25,3,26,75,11,5,6,4,1,3,4,1,0,0,2,0,0
2017-09-25,81,0,29,12,20,9,20,96,15,9,14,9,4,1,1,0,0,0,3,1,0
2017-09-26,90,0,37,8,27,5,21,88,12,4,16,8,2,2,2,0,0,0,0,0,0
2017-09-27,87,0,40,7,21,6,15,80,12,7,8,10,3,0,2,1,0,0,0,0,0
2017-09-28,77,0,31,10,16,5,11,83,15,5,8,7,3,2,0,0,0,0,3,0,0
2017-09-29,85,0,31,15,19,6,22,71,21,4,13,5,2,5,0,0,0,0,1,0,0
2017-09-30,73,0,25,10,19,2,22,87,20,11,10,4,4,6,3,2,0,0,1,0,0
2017-10-01,79,0,31,11,13,3,23,59,29,7,14,9,0,2,0,2,0,0,2,1,0
2017-10-02,87,0,30,12,21,5,15,70,23,6,12,5,1,1,2,2,0,0,1,0,0
2017-10-03,79,0,31,15,24,5,19,79,23,9,8,2,4,3,4,2,0,0,4,0,0
2017-10-04,81,0,37,13,20,5,13,85,10,7,12,5,1,1,6,0,0,0,2,0,0
2017-10-05,82,0,27,11,23,6,12,73,22,2,8,4,1,2,5,1,0,0,4,0,0
2017-10-06,68,0,30,6,21,9,29,83,17,7,11,7,1,2,2,4,0,0,0,0,0
2017-10-07,76,0,23,9,30,3,13,70,16,5,15,10,2,3,1,4,0,0,2,0,0
2017-10-08,81,0,43,7,24,7,27,85,14,6,11,8,2,3,2,4,0,0,1,0,0
2017-10-09,62,0,32,5,19,6,22,82,10,8,15,6,1,3,2,1,0,0,4,0,0
2017-10-10,81,0,26,13,24,4,26,72,15,9,8,3,1,3,2,0,0,0,2,0,0
2017-10-11,87,0,34,10,24,11,11,85,18,5,5,6,3,3,2,1,0,0,0,0,0
2017-10-12,68,0,26,9,21,2,18,76,15,12,8,5,3,2,1,2,0,0,3,0,0
2017-10-13,78,0,27,7,17,2,21,66,17,11,9,6,0,3,5,1,0,0,0,0,0
2017-10-14,72,0,31,11,19,3,24,67,15,8,6,7,1,4,2,2,0,0,1,0,0
2017-10-15,72,0,29,13,28,4,27,86,16,4,11,6,2,1,2,1,0,0,0,0,0
2017-10-16,88,0,25,11,22,7,22,68,18,6,13,1,2,4,2,3,0,0,0,0,0
2017-10-17,67,0,25,7,24,8,24,72,15,6,15,4,0,3,3,0,0,0,0,0,0
2017-10-18,67,0,33,14,21,4,24,76,22,6,9,4,3,1,3,2,0,0,2,0,0
2017-10-19,82,0,23,14,23,3,16,77,14,9,9,6,2,0,4,1,0,0,0,0,0
2017-10-20,71,0,23,7,17,6,29,80,15,6,17,7,0,3,3,2,0,0,1,1,0
2017-10-21,72,0,28,9,19,5,30,54,16,11,15,5,2,2,1,1,0,0,6,0,0
2017-10-22,65,0,28,7,14,2,28,73,9,6,13,5,3,2,5,2,0,0,1,0,0
2017-10-23,73,0,16,7,23,7,25,61,15,7,10,5,2,0,0,1,0,0,3,0,0
2017-10-24,86,0,35,10,25,5,16,80,11,7,10,6,5,3,1,1,0,0,3,0,0
2017-10-25,73,0,21,12,18,4,16,75,15,6,10,4,1,3,2,4,0,0,3,0,0
2017-10-26,66,0,24,7,23,3,19,78,8,6,15,7,0,1,2,1,0,0,3,0,0
2017-10-27,68,0,29,11,15,4,15,75,16,10,5,5,4,1,3,3,0,0,2,0,0
2017-10-28,75,0,19,5,15,5,17,58,10,5,6,9,3,2,3,1,0,0,0,0,0
2017-10-29,91,0,22,14,15,2,19,77,16,8,6,5,2,2,3,1,0,0,0,0,0
2017-10-30,86,0,26,6,21,3,22,59,14,10,10,8,3,1,1,0,0,0,2,0,0
2017-10-31,65,0,12,12,25,9,16,72,18,7,6,7,4,3,4,2,0,0,0,0,0
2017-11-01,67,0,24,10,16,5,21,71,17,5,11,5,2,3,0,1,0,0,1,0,0
2017-11-02,75,0,18,15,21,4,16,58,15,1,9,9,1,2,3,1,0,0,0,0,0
2017-11-03,70,0,30,12,20,5,13,64,16,4,6,7,2,2,3,1,0,0,1,1,0
2017-11-04,60,0,20,7,18,5,20,74,11,8,13,6,1,2,2,1,0,0,1,0,0
2017-11-05,70,0,32,9,21,7,29,74,17,6,11,7,0,2,2,1,0,0,1,0,0
2017-11-06,88,0,35,8,17,5,21,86,19,7,7,11,0,2,2,0,0,0,2,0,0
2017-11-07,71,0,19,13,19,2,24,94,17,7,6,5,2,3,1,2,0,0,1,0,0
2017-11-08,66,0,25,12,17,8,22,80,15,5,14,11,0,5,4,2,0,0,3,0,0
2017-11-09,66,0,22,15,24,6,23,73,26,8,5,5,4,1,0,1,0,0,0,2,0
2017-11-10,72,0,25,12,20,4,16,64,11,6,6,5,0,0,2,2,0,0,4,0,0
2017-11-11,65,0,27,15,21,6,27,75,12,7,11,4,1,1,2,1,0,0,3,0,0
2017-11-12,79,0,25,10,15,3,34,70,19,7,6,4,1,3,3,4,0,0,2,2,0
2017-11-13,80,0,29,17,19,5,17,75,13,8,11,4,0,3,3,3,0,0,4,0,0
2017-11-14,66,0,20,8,17,3,16,74,11,5,10,8,2,1,1,3,0,0,4,0,0
2017-11-15,60,0,20,9,23,8,23,70,18,7,8,7,0,3,0,1,0,0,1,0,0
2017-11-16,65,0,25,14,16,3,13,79,12,5,8,5,2,2,3,1,0,0,1,0,0
2017-11-17,64,0,18,6,24,6,14,75,13,7,9,8,1,1,3,3,0,0,3,0,0
2017-11-18,70,0,21,12,21,4,17,94,17,4,12,7,3,1,1,1,0,0,4,0,0
2017-11-19,60,0,19,7,19,1,19,57,16,6,5,8,1,2,5,1,0,0,4,1,0
2017-11-20,80,0,22,10,24,9,20,67,11,11,14,4,1,0,1,0,0,0,3,0,0
2017-11-21,73,0,32,6,16,10,13,73,14,4,7,9,4,6,2,4,0,0,0,1,0
2017-11-22,69,0,14,8,18,9,18,78,10,6,6,6,3,0,2,2,0,0,3,0,0
2017-11-23,79,0,27,8,23,3,24,78,15,6,10,4,2,0,5,1,0,0,1,0,0
2017-11-24,73,0,26,10,25,10,17,71,17,8,7,6,0,1,0,1,1,0,2,0,0
2017-11-25,73,0,28,11,12,5,23,85,18,2,10,7,1,3,1,1,0,0,1,0,0
2017-11-26,80,0,22,8,24,2,18,78,12,10,12,9,2,2,2,5,0,0,5,0,0
2017-11-27,67,0,33,14,28,5,19,59,14,4,2,2,2,1,2,2,0,0,1,0,0
2017-11-28,66,0,26,10,16,6,16,74,9,6,6,4,1,2,2,3,0,0,4,0,0
2017-11-29,74,0,28,11,24,3,21,78,10,7,8,5,0,0,2,1,0,0,1,1,0
2017-11-30,59,0,22,8,23,8,21,71,9,6,9,3,1,2,2,2,0,0,1,0,0
2017-12-01,75,0,24,8,25,5,17,96,8,14,7,4,0,4,2,4,0,0,4,0,0
2017-12-02,73,0,25,6,20,8,20,66,19,7,6,10,2,2,2,1,0,0,0,0,0
2017-12-03,73,0,18,4,20,5,19,74,15,7,9,5,2,3,4,2,0,0,2,0,0
2017-12-04,78,0,17,14,16,4,24,66,10,6,13,7,2,0,3,0,0,0,3,0,0
2017-12-05,67,0,20,10,13,5,19,73,10,5,10,4,1,4,1,0,0,0,1,0,0
2017-12-06,61,0,18,13,19,5,17,76,12,5,5,5,4,2,6,0,0,0,2,0,0
2017-12-07,64,0,20,6,27,5,25,86,9,3,12,7,2,2,3,0,0,0,1,0,0
2017-12-08,71,0,18,13,21,3,19,76,17,10,10,5,1,2,0,1,0,0,5,0,0
2017-12-09,70,0,29,9,22,6,23,66,11,12,20,6,2,2,2,1,0,0,3,0,0
2017-12-10,76,0,31,11,13,5,21,79,12,7,9,5,1,3,0,2,0,0,3,1,0
2017-12-11,78,0,24,12,19,1,14,76,12,10,16,4,0,1,1,5,0,0,2,0,0
2017-12-12,78,0,25,6,27,5,16,69,13,6,7,3,3,2,4,1,0,0,1,1,0
2017-12-13,75,0,36,9,12,7,14,69,15,8,8,5,0,4,3,0,0,0,0,1,0
2017-12-14,64,0,24,7,18,1,23,70,21,3,18,7,2,2,4,0,0,0,5,0,0
2017-12-15,75,0,32,11,30,5,29,63,16,6,13,4,1,4,0,3,0,0,1,1,0
2017-12-16,79,0,21,9,19,6,41,62,15,3,6,7,3,1,1,2,0,0,3,0,0
2017-12-17,69,0,26,6,19,6,14,61,22,7,7,3,1,1,2,3,0,0,1,0,0
2017-12-18,61,0,26,12,26,2,18,72,13,7,8,3,1,2,1,3,0,0,1,0,0
2017-12-19,68,0,26,7,20,7,12,76,21,3,8,3,3,1,3,3,0,0,2,0,0
2017-12-20,64,0,27,7,25,2,24,79,15,8,9,9,0,2,5,2,0,0,4,0,0
2017-12-21,72,0,26,9,25,3,19,74,13,7,9,5,4,2,1,3,0,0,3,0,0
2017-12-22,73,0,34,16,22,5,22,74,10,2,4,8,2,2,3,1,0,0,3,0,0
2017-12-23,54,0,21,6,6,1,15,56,15,6,15,5,0,3,4,2,0,0,5,1,0
2017-12-24,52,0,16,7,24,1,22,64,9,7,15,5,0,2,1,4,0,0,3,0,0
2017-12-25,81,0,31,10,19,9,28,97,13,11,9,8,2,1,3,1,0,0,4,0,0
2017-12-26,73,0,27,11,27,6,22,77,19,7,13,6,0,3,0,0,0,0,0,0,0
2017-12-27,66,0,28,12,20,4,24,67,14,10,13,7,3,2,4,1,0,0,1,1,0
2017-12-28,55,0,29,9,12,4,13,67,13,9,12,5,0,5,0,1,0,0,1,0,0
2017-12-29,36,0,16,7,10,3,8,42,9,1,7,5,3,0,1,1,0,0,3,0,0
2017-12-30,43,0,10,7,9,8,23,52,5,7,5,4,1,2,2,0,0,0,4,0,0
2017-12-31,58,0,19,12,15,0,20,73,14,8,7,5,3,1,2,5,0,0,3,0,0
2018-01-01,69,0,31,17,27,6,51,65,12,6,11,5,3,2,0,0,0,0,3,0,0
2018-01-02,66,0,26,14,14,7,32,57,9,11,16,4,3,1,1,3,0,0,4,1,0
2018-01-03,63,0,30,11,28,5,25,65,10,7,7,7,0,0,3,3,0,0,3,1,0
2018-01-04,64,0,24,13,19,9,24,85,7,10,9,9,4,2,1,3,0,0,1,0,0
2018-01-05,70,0,19,13,15,7,17,72,10,6,15,3,0,4,7,3,0,0,3,0,0
2018-01-06,71,0,24,13,16,5,23,81,13,7,10,5,1,2,3,1,0,0,5,2,0
2018-01-07,66,0,21,13,21,4,29,74,14,7,9,7,2,1,5,0,0,0,1,0,0
2018-01-08,61,0,31,11,23,4,22,61,12,13,8,4,2,2,2,1,0,0,1,0,0
2018-01-09,66,0,19,13,26,7,24,72,10,8,10,3,0,3,3,1,0,0,3,0,0
2018-01-10,69,0,33,14,18,6,21,69,14,5,9,6,4,1,3,1,0,0,3,0,0
2018-01-11,78,0,28,10,23,4,16,63,9,5,7,7,1,3,2,1,0,0,0,0,0
2018-01-12,62,0,17,12,15,3,17,75,9,6,15,9,0,2,3,0,0,0,2,0,0
2018-01-13,68,0,27,14,15,8,23,61,10,5,11,2,0,2,3,0,0,0,3,0,0
2018-01-14,51,0,33,12,12,3,28,72,6,12,5,4,0,2,3,2,0,0,1,0,0
2018-01-15,61,0,23,5,21,4,22,59,8,10,4,7,3,2,3,1,0,0,2,1,0
2018-01-16,83,0,25,16,26,2,23,85,7,2,8,4,2,2,3,1,0,0,2,0,0
2018-01-17,63,0,31,11,26,4,19,85,7,6,8,3,0,1,5,2,0,0,0,0,0
2018-01-18,55,0,19,17,27,8,17,80,11,4,6,6,1,0,1,1,0,0,2,0,0
2018-01-19,65,0,24,13,14,5,17,71,14,9,6,5,1,4,4,2,0,0,1,0,0
2018-01-20,70,0,27,6,21,8,19,68,7,6,11,6,0,4,2,1,0,0,2,0,0
2018-01-21,50,0,24,10,21,3,36,55,13,2,7,10,0,1,1,4,0,0,4,0,0
2018-01-22,78,0,34,7,16,2,16,74,10,10,11,5,0,1,2,1,0,0,1,0,0
2018-01-23,67,0,22,14,14,3,15,72,10,1,11,11,2,2,4,3,0,0,1,0,0
2018-01-24,75,0,28,6,13,5,16,81,8,8,9,8,0,2,4,1,0,0,0,1,0
2018-01-25,76,0,32,4,14,4,22,60,7,6,8,3,4,1,4,4,0,0,2,0,0
2018-01-26,59,0,23,15,16,2,18,78,12,10,6,7,0,3,1,1,0,0,0,0,0
2018-01-27,60,0,25,10,16,6,21,68,9,2,10,3,0,1,1,1,0,0,4,0,0
2018-01-28,72,0,14,7,16,4,39,66,4,7,5,9,0,3,5,2,0,0,1,0,0
2018-01-29,68,0,23,14,22,4,19,73,13,8,9,5,1,2,0,2,0,0,4,0,0
2018-01-30,71,0,23,4,19,6,17,81,5,5,12,6,0,2,3,1,0,0,1,0,0
2018-01-31,71,0,22,11,32,5,20,79,8,7,8,5,1,0,1,2,0,0,3,0,0
2018-02-01,65,0,16,17,21,3,21,78,9,4,8,3,2,1,3,0,0,0,2,0,0
2018-02-02,72,0,24,7,22,2,17,85,13,5,13,4,2,0,2,1,0,0,1,0,0
2018-02-03,70,0,27,9,19,11,27,68,12,6,12,9,0,3,2,2,0,0,2,0,0
2018-02-04,73,0,19,8,14,9,38,87,15,10,7,8,2,2,2,0,0,0,1,0,0
2018-02-05,60,0,27,8,15,2,30,82,10,10,17,8,1,1,1,0,0,0,1,0,0
2018-02-06,65,0,27,6,16,3,20,79,11,4,11,13,3,1,1,0,0,0,0,0,0
2018-02-07,71,0,27,7,16,3,22,73,14,5,2,8,1,2,5,0,0,0,3,0,0
2018-02-08,64,0,21,8,21,3,16,65,8,12,11,3,2,1,2,1,0,0,4,0,0
2018-02-09,60,0,17,9,19,6,20,73,14,6,11,3,0,1,4,1,0,0,0,1,0
2018-02-10,82,0,27,10,20,3,29,78,11,8,12,6,3,1,2,1,0,0,2,0,0
2018-02-11,65,0,27,9,11,3,23,67,8,8,10,5,1,4,1,0,0,0,2,0,0
2018-02-12,69,0,18,17,15,3,30,82,9,5,11,11,2,3,1,0,0,0,4,2,0
